105/06/01,10000,13800,1.38,1.38,1.38,1.38,-0.22,1
105/06/02,512000,739950,1.41,1.50,1.41,1.50,+0.12,7
105/06/03,482000,689060,1.43,1.43,1.41,1.42,-0.08,4
105/06/04,25000,34000,1.36,1.36,1.36,1.36,-0.06,3
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,65000,87150,1.35,1.35,1.34,1.34,-0.05,2
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,5000,5550,1.11,1.11,1.11,1.11,-0.06,1
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,146000,150380,1.03,1.03,1.03,1.03,+0.04,2
105/06/24,292000,327480,1.10,1.24,1.09,1.24,+0.21,7
105/06/27,151000,170530,1.13,1.13,1.12,1.12,-0.12,3
105/06/28,45000,49500,1.10,1.10,1.10,1.10,-0.02,1
105/06/29,141000,152890,1.06,1.11,1.06,1.11,+0.01,4
105/06/30,144000,150240,1.04,1.05,1.04,1.05,-0.06,3
105/07/01,58000,59060,1.02,1.02,1.01,1.01,-0.04,2
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,0,0,---,---,---,---,---,0
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,0,0,---,---,---,---,---,0
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,20000,5200,0.26,0.26,0.26,0.26,+0.05,2
105/08/09,40000,8800,0.22,0.22,0.22,0.22,+0.01,2
105/08/10,0,0,---,---,---,---,---,0
105/08/11,0,0,---,---,---,---,---,0
