105/06/01,20000,65400,3.26,3.28,3.26,3.28,+0.02,2
105/06/02,20000,68000,3.40,3.40,3.40,3.40,+0.12,1
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,20000,65600,3.27,3.29,3.27,3.29,-0.06,2
105/06/23,20000,67400,3.37,3.37,3.37,3.37,+0.08,1
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,20000,58400,2.91,2.93,2.91,2.93,+0.17,2
105/06/29,20000,61200,3.06,3.06,3.06,3.06,+0.13,1
105/06/30,0,0,---,---,---,---,---,0
