105/06/01,185000,99900,0.54,0.54,0.54,0.54,+0.01,1
105/06/02,40000,21300,0.54,0.54,0.51,0.51,-0.03,2
105/06/03,180000,79600,0.47,0.47,0.43,0.46,-0.05,7
105/06/04,140000,67600,0.48,0.49,0.48,0.49,+0.03,2
105/06/06,106000,48820,0.47,0.47,0.46,0.46,-0.03,2
105/06/07,0,0,---,---,---,---,---,0
105/06/08,20000,8800,0.44,0.44,0.44,0.44,-0.02,2
105/06/13,60000,20700,0.34,0.35,0.34,0.35,-0.09,4
105/06/14,20000,9200,0.46,0.46,0.46,0.46,+0.11,1
105/06/15,5000,2500,0.50,0.50,0.50,0.50,+0.04,1
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,102000,45100,0.44,0.46,0.44,0.46,+0.03,3
105/06/21,90000,41400,0.46,0.46,0.46,0.46,0.00,1
105/06/22,10000,4300,0.43,0.43,0.43,0.43,-0.03,1
105/06/23,40000,16200,0.41,0.41,0.40,0.40,-0.03,2
105/06/24,25000,8650,0.36,0.36,0.29,0.29,-0.11,2
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,20000,6600,0.33,0.33,0.33,0.33,0.00,1
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
