105/06/01,10000,9400,0.94,0.94,0.94,0.94,0.00,1
105/06/02,35000,30350,0.87,0.87,0.86,0.86,-0.08,3
105/06/03,10000,8000,0.80,0.80,0.80,0.80,-0.06,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,40000,33600,0.79,0.87,0.79,0.86,+0.10,4
105/06/08,30000,25200,0.84,0.84,0.84,0.84,-0.02,1
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,10000,7200,0.72,0.72,0.72,0.72,0.00,1
105/06/16,0,0,---,---,---,---,---,0
105/06/17,10000,7000,0.70,0.70,0.70,0.70,+0.02,1
105/06/20,10000,8000,0.80,0.80,0.80,0.80,+0.10,1
105/06/21,30000,23400,0.74,0.80,0.74,0.80,0.00,3
105/06/22,10000,7900,0.79,0.79,0.79,0.79,-0.01,1
105/06/23,61000,53710,0.87,0.92,0.81,0.81,+0.02,7
105/06/24,61000,45720,0.77,0.77,0.62,0.62,-0.19,9
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,30000,21500,0.69,0.74,0.69,0.74,+0.12,3
105/06/30,30000,20400,0.69,0.69,0.66,0.66,-0.08,2
105/07/01,0,0,---,---,---,---,---,0
105/07/04,50000,39100,0.74,0.82,0.74,0.82,+0.13,5
105/07/05,50000,40500,0.81,0.82,0.78,0.82,0.00,4
105/07/06,0,0,---,---,---,---,---,0
105/07/07,15000,11100,0.74,0.74,0.74,0.74,+0.01,2
105/07/11,0,0,---,---,---,---,---,0
105/07/12,45000,33850,0.71,0.78,0.71,0.75,+0.03,5
105/07/13,66000,48820,0.74,0.74,0.72,0.74,-0.01,8
