105/06/01,432000,582840,1.39,1.41,1.33,1.33,,4
105/06/02,53000,75200,1.40,1.42,1.40,1.42,0.09,3
105/06/03,96000,134830,1.40,1.41,1.40,1.41,-0.01,5
105/06/04,43000,55900,1.30,1.30,1.30,1.30,-0.11,1
105/06/06,0,0,--,--,--,--,,0
105/06/07,0,0,--,--,--,--,,0
105/06/08,0,0,--,--,--,--,,0
105/06/13,0,0,--,--,--,--,,0
105/06/14,10000,13200,1.32,1.32,1.32,1.32,X,1
105/06/15,24000,30900,1.30,1.30,1.27,1.27,-0.05,3
105/06/16,54000,77020,1.33,1.47,1.33,1.47,0.20,5
105/06/17,60000,84000,1.40,1.41,1.39,1.41,-0.06,4
105/06/20,20000,27400,1.37,1.37,1.37,1.37,-0.04,1
105/06/21,0,0,--,--,--,--,,0
105/06/22,0,0,--,--,--,--,,0
105/06/23,10000,12500,1.25,1.25,1.25,1.25,X,1
105/06/24,478000,629910,1.27,1.42,1.21,1.42,0.17,8
105/06/27,468000,646660,1.37,1.40,1.37,1.40,-0.02,7
105/06/28,40000,55800,1.40,1.40,1.39,1.40,,3
105/06/29,30000,39000,1.30,1.30,1.30,1.30,-0.10,1
105/06/30,10000,13200,1.32,1.32,1.32,1.32,0.02,1
105/07/01,0,0,--,--,--,--,,0
105/07/04,0,0,--,--,--,--,,0
105/07/05,0,0,--,--,--,--,,0
105/07/06,94000,153580,1.55,1.70,1.55,1.67,X,6
105/07/07,71000,116590,1.63,1.67,1.63,1.66,-0.01,3
105/07/11,0,0,--,--,--,--,,0
105/07/12,33000,53040,1.62,1.62,1.56,1.56,X,2
105/07/13,26000,38220,1.47,1.47,1.47,1.47,-0.09,1
105/07/14,0,0,--,--,--,--,,0
105/07/15,0,0,--,--,--,--,,0
105/07/18,0,0,--,--,--,--,,0
105/07/19,0,0,--,--,--,--,,0
105/07/20,0,0,--,--,--,--,,0
105/07/21,0,0,--,--,--,--,,0
105/07/22,0,0,--,--,--,--,,0
105/07/25,0,0,--,--,--,--,,0
105/07/26,0,0,--,--,--,--,,0
105/07/27,0,0,--,--,--,--,,0
105/07/28,10000,13600,1.36,1.36,1.36,1.36,X,1
105/07/29,0,0,--,--,--,--,,0
105/08/01,0,0,--,--,--,--,,0
105/08/02,0,0,--,--,--,--,,0
105/08/03,0,0,--,--,--,--,,0
105/08/04,10000,14600,1.46,1.46,1.46,1.46,X,1
105/08/05,0,0,--,--,--,--,,0
105/08/08,2000,2910,1.50,1.50,1.41,1.41,X,2
105/08/09,2000,2800,1.40,1.40,1.40,1.40,-0.01,1
