105/06/01,484000,237920,0.47,0.52,0.47,0.52,+0.07,16
105/06/02,646000,310060,0.50,0.51,0.46,0.46,-0.06,16
105/06/03,150000,70600,0.47,0.48,0.47,0.47,+0.01,5
105/06/04,43000,20210,0.47,0.47,0.47,0.47,0.00,1
105/06/06,50000,20500,0.41,0.41,0.41,0.41,-0.06,1
105/06/07,278000,111420,0.41,0.41,0.39,0.39,-0.02,2
105/06/08,180000,66600,0.37,0.37,0.37,0.37,-0.02,2
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,24000,7200,0.30,0.30,0.30,0.30,+0.02,1
105/06/16,24000,6480,0.27,0.27,0.27,0.27,-0.03,1
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,38000,10700,0.27,0.29,0.27,0.29,+0.03,3
105/06/22,62000,16360,0.26,0.27,0.26,0.27,-0.02,3
105/06/23,24000,6480,0.27,0.27,0.27,0.27,0.00,1
105/06/24,0,0,---,---,---,---,---,0
105/06/27,57000,12120,0.21,0.22,0.21,0.21,0.00,3
105/06/28,116000,23090,0.18,0.22,0.18,0.22,+0.01,4
105/06/29,141000,35070,0.23,0.30,0.23,0.26,+0.04,4
105/06/30,17000,4420,0.26,0.26,0.26,0.26,0.00,1
105/07/01,20000,5150,0.25,0.26,0.25,0.26,0.00,2
105/07/04,51000,14310,0.29,0.29,0.27,0.28,+0.02,4
105/07/05,85000,22950,0.27,0.27,0.27,0.27,-0.01,3
105/07/06,61000,13420,0.22,0.22,0.22,0.22,-0.05,3
105/07/07,204000,41280,0.21,0.21,0.20,0.20,-0.02,7
105/07/11,237000,46960,0.20,0.20,0.18,0.18,-0.02,5
105/07/12,105000,18900,0.18,0.18,0.18,0.18,0.00,3
105/07/13,222000,39620,0.18,0.18,0.17,0.17,-0.01,7
105/07/14,428000,93340,0.21,0.24,0.20,0.23,+0.06,13
105/07/15,221000,50780,0.22,0.25,0.22,0.23,0.00,5
105/07/18,41000,7370,0.19,0.19,0.17,0.17,-0.06,2
105/07/19,20000,3000,0.15,0.15,0.15,0.15,-0.02,1
105/07/20,150000,22500,0.15,0.15,0.15,0.15,0.00,3
105/07/21,153000,18360,0.12,0.12,0.12,0.12,-0.03,3
105/07/22,35000,4200,0.12,0.12,0.12,0.12,0.00,1
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,0,0,---,---,---,---,---,0
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,0,0,---,---,---,---,---,0
105/08/09,0,0,---,---,---,---,---,0
105/08/10,0,0,---,---,---,---,---,0
