105/06/01,248000,111140,0.42,0.48,0.42,0.47,+0.04,7
105/06/02,350000,158200,0.47,0.47,0.43,0.43,-0.04,12
105/06/03,268000,115240,0.42,0.44,0.42,0.43,0.00,7
105/06/04,200000,87220,0.46,0.46,0.43,0.43,0.00,4
105/06/06,100000,40000,0.40,0.40,0.40,0.40,-0.03,1
105/06/07,403000,152110,0.37,0.38,0.37,0.38,-0.02,3
105/06/08,300000,111000,0.37,0.37,0.37,0.37,-0.01,3
105/06/13,7000,1890,0.27,0.27,0.27,0.27,-0.10,1
105/06/14,200000,60200,0.29,0.32,0.29,0.32,+0.05,4
105/06/15,180000,59400,0.33,0.33,0.33,0.33,+0.01,1
105/06/16,0,0,---,---,---,---,---,0
105/06/17,510000,173200,0.34,0.34,0.33,0.33,0.00,3
105/06/20,490000,151900,0.31,0.31,0.31,0.31,-0.02,5
105/06/21,0,0,---,---,---,---,---,0
105/06/22,980000,284200,0.29,0.29,0.29,0.29,-0.01,3
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,980000,196000,0.20,0.20,0.20,0.20,0.00,2
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,0,0,---,---,---,---,---,0
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
