105/06/01,328000,99430,0.26,0.32,0.26,0.32,+0.06,9
105/06/02,320000,99000,0.32,0.32,0.30,0.31,-0.01,5
105/06/03,258000,72940,0.30,0.30,0.28,0.28,-0.03,5
105/06/04,50000,13500,0.27,0.27,0.27,0.27,-0.01,1
105/06/06,0,0,---,---,---,---,---,0
105/06/07,231000,68860,0.28,0.30,0.28,0.28,+0.03,4
105/06/08,184000,49680,0.27,0.27,0.27,0.27,-0.01,1
105/06/13,1025000,236000,0.24,0.24,0.23,0.23,-0.04,7
105/06/14,0,0,---,---,---,---,---,0
105/06/15,584000,135240,0.24,0.25,0.23,0.25,+0.01,9
105/06/16,3240000,865500,0.25,0.28,0.25,0.28,+0.03,20
105/06/17,1032000,267770,0.26,0.26,0.24,0.24,-0.04,6
105/06/20,720000,170170,0.30,0.30,0.20,0.20,-0.04,7
105/06/21,627000,118280,0.20,0.20,0.18,0.19,-0.01,5
105/06/22,400000,74000,0.20,0.20,0.17,0.17,-0.02,4
105/06/23,0,0,---,---,---,---,---,0
105/06/24,850000,117000,0.15,0.16,0.12,0.12,-0.05,6
105/06/27,0,0,---,---,---,---,---,0
105/06/28,40000,5100,0.13,0.13,0.12,0.12,+0.01,2
105/06/29,30000,4200,0.14,0.14,0.14,0.14,+0.02,1
105/06/30,1527000,252050,0.16,0.19,0.16,0.19,+0.05,12
105/07/01,1184000,248220,0.19,0.22,0.18,0.21,+0.02,8
105/07/04,1447000,318460,0.22,0.24,0.20,0.23,+0.02,13
105/07/05,345000,72100,0.19,0.21,0.19,0.20,-0.03,7
105/07/06,210000,39800,0.20,0.20,0.18,0.18,-0.02,3
105/07/07,0,0,---,---,---,---,---,0
105/07/11,200000,32000,0.16,0.16,0.16,0.16,-0.02,2
105/07/12,0,0,---,---,---,---,---,0
105/07/13,120000,20000,0.15,0.17,0.15,0.17,+0.03,2
105/07/14,100000,16000,0.16,0.16,0.16,0.16,-0.01,1
105/07/15,600000,96000,0.16,0.16,0.16,0.16,0.00,4
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,400000,46000,0.12,0.12,0.11,0.11,-0.03,2
105/07/21,150000,19500,0.13,0.13,0.13,0.13,+0.02,2
105/07/22,800000,96000,0.12,0.12,0.12,0.12,-0.01,3
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,1150000,126500,0.11,0.11,0.11,0.11,0.00,4
105/07/29,0,0,---,---,---,---,---,0
105/08/01,0,0,---,---,---,---,---,0
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,0,0,---,---,---,---,---,0
105/08/09,0,0,---,---,---,---,---,0
