105/06/01,12000,3440,0.27,0.29,0.27,0.29,0.00,2
105/06/02,30000,9000,0.30,0.30,0.30,0.30,+0.01,3
105/06/03,1000,310,0.31,0.31,0.31,0.31,+0.01,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,150000,33000,0.22,0.22,0.22,0.22,-0.05,2
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,10000,1600,0.16,0.16,0.16,0.16,-0.01,1
105/06/21,7000,910,0.13,0.13,0.13,0.13,-0.03,1
105/06/22,0,0,---,---,---,---,---,0
105/06/23,50000,8700,0.17,0.18,0.17,0.18,+0.05,2
105/06/24,0,0,---,---,---,---,---,0
