105/06/01,15000,7950,0.53,0.53,0.53,0.53,+0.01,2
105/06/02,15000,7900,0.52,0.54,0.52,0.54,+0.01,2
105/06/03,0,0,---,---,---,---,---,0
105/06/04,175000,99750,0.57,0.57,0.57,0.57,+0.04,1
105/06/06,845000,504450,0.61,0.61,0.59,0.59,+0.02,7
105/06/07,300000,178000,0.60,0.60,0.59,0.59,0.00,3
105/06/08,855000,558680,0.62,0.67,0.62,0.67,+0.08,12
105/06/13,378000,228840,0.59,0.64,0.59,0.64,-0.03,5
105/06/14,516000,350810,0.64,0.70,0.64,0.68,+0.04,9
105/06/15,492000,304300,0.63,0.64,0.56,0.56,-0.12,11
105/06/16,62000,32760,0.54,0.54,0.49,0.49,-0.07,3
105/06/17,40000,19900,0.51,0.51,0.48,0.48,-0.01,4
105/06/20,95000,48550,0.50,0.53,0.50,0.50,+0.02,6
105/06/21,189000,95610,0.51,0.52,0.50,0.51,+0.01,7
105/06/22,146000,75660,0.52,0.52,0.51,0.51,0.00,3
105/06/23,65000,32900,0.51,0.51,0.50,0.50,-0.01,5
105/06/24,96000,42440,0.46,0.47,0.40,0.42,-0.08,8
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,10000,4200,0.42,0.42,0.42,0.42,+0.01,1
105/06/30,67000,31160,0.46,0.49,0.46,0.46,+0.04,4
105/07/01,51000,21630,0.45,0.45,0.42,0.42,-0.04,2
105/07/04,0,0,---,---,---,---,---,0
105/07/05,20000,8800,0.45,0.45,0.43,0.43,-0.01,2
105/07/06,30000,11900,0.40,0.40,0.39,0.39,-0.04,2
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,782000,368030,0.45,0.50,0.45,0.47,+0.04,18
105/07/13,600000,299600,0.51,0.51,0.48,0.49,+0.02,5
105/07/14,40000,19500,0.49,0.49,0.48,0.48,-0.01,2
105/07/15,388000,193880,0.49,0.51,0.49,0.51,+0.03,8
105/07/18,404000,216060,0.56,0.56,0.52,0.53,+0.02,6
105/07/19,16000,7900,0.49,0.50,0.49,0.50,-0.03,2
105/07/20,8000,3520,0.44,0.44,0.44,0.44,-0.06,1
105/07/21,393000,196280,0.47,0.56,0.47,0.54,+0.10,9
105/07/22,316000,167380,0.52,0.53,0.52,0.53,-0.01,4
105/07/25,30000,14500,0.50,0.50,0.45,0.45,-0.08,2
105/07/26,1000,430,0.43,0.43,0.43,0.43,-0.02,1
105/07/27,1071000,476930,0.44,0.45,0.42,0.43,0.00,11
105/07/29,529000,260850,0.49,0.55,0.46,0.55,+0.04,11
105/08/01,654000,382020,0.52,0.65,0.52,0.65,+0.10,18
105/08/02,560000,335720,0.65,0.65,0.58,0.60,-0.05,17
105/08/03,244000,137640,0.56,0.59,0.56,0.57,-0.03,9
105/08/04,50000,27500,0.55,0.55,0.55,0.55,-0.02,1
105/08/05,88000,39650,0.45,0.47,0.45,0.45,-0.10,4
105/08/09,216000,111770,0.47,0.54,0.47,0.54,+0.06,5
105/08/10,206000,104250,0.51,0.51,0.50,0.50,-0.04,3
105/08/11,0,0,---,---,---,---,---,0
105/08/12,20000,8200,0.41,0.41,0.41,0.41,-0.01,1
