105/06/01,151000,80030,0.53,0.53,0.53,0.53,+0.11,1
105/06/02,151000,76500,0.51,0.51,0.50,0.50,-0.03,2
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,8000,4560,0.57,0.57,0.57,0.57,+0.11,1
105/06/22,8000,4160,0.52,0.52,0.52,0.52,-0.05,1
105/06/23,0,0,---,---,---,---,---,0
105/06/24,25000,10250,0.41,0.41,0.41,0.41,-0.06,1
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,25000,8250,0.33,0.33,0.33,0.33,-0.03,1
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,448000,179730,0.43,0.43,0.38,0.38,0.00,3
105/07/11,298000,113240,0.38,0.38,0.38,0.38,0.00,1
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,250000,116900,0.47,0.47,0.46,0.46,+0.02,2
105/07/15,0,0,---,---,---,---,---,0
105/07/18,7000,3360,0.48,0.48,0.48,0.48,-0.02,1
105/07/19,61000,37630,0.51,0.64,0.51,0.64,+0.16,3
105/07/20,35000,19050,0.54,0.55,0.52,0.55,-0.09,5
105/07/21,270000,141150,0.55,0.56,0.52,0.52,-0.03,3
105/07/22,28000,11990,0.42,0.43,0.42,0.43,-0.09,2
105/07/25,69000,24840,0.35,0.38,0.35,0.38,-0.05,2
105/07/26,56000,21280,0.35,0.41,0.35,0.41,+0.03,2
105/07/27,182000,68670,0.37,0.39,0.37,0.38,-0.03,3
105/07/29,0,0,---,---,---,---,---,0
105/08/01,38000,15580,0.41,0.41,0.41,0.41,+0.06,1
105/08/02,41000,15990,0.39,0.39,0.39,0.39,-0.02,2
105/08/03,62000,27280,0.44,0.44,0.44,0.44,+0.05,4
105/08/04,79000,31840,0.48,0.48,0.34,0.34,-0.10,6
105/08/05,97000,21340,0.23,0.23,0.21,0.22,-0.12,3
