105/06/01,310000,217200,0.70,0.72,0.70,0.72,+0.06,4
105/06/02,120000,78500,0.66,0.66,0.65,0.65,-0.07,3
105/06/03,100000,63000,0.63,0.63,0.63,0.63,-0.02,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,15000,9600,0.64,0.64,0.64,0.64,+0.03,1
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,27000,12240,0.44,0.47,0.44,0.46,+0.04,4
105/06/15,12000,6000,0.50,0.50,0.50,0.50,+0.04,1
105/06/16,244000,134080,0.53,0.57,0.53,0.57,+0.07,4
105/06/17,244000,148780,0.62,0.62,0.60,0.60,+0.03,5
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,100000,46000,0.46,0.46,0.46,0.46,-0.01,1
105/06/28,299000,144510,0.46,0.50,0.46,0.50,+0.04,3
105/06/29,127000,72950,0.56,0.58,0.55,0.55,+0.05,3
105/06/30,292000,169590,0.56,0.59,0.56,0.59,+0.04,4
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,102000,50380,0.49,0.51,0.49,0.51,+0.03,2
105/07/12,237000,125810,0.51,0.54,0.51,0.53,+0.02,6
105/07/13,862000,546260,0.52,0.73,0.52,0.68,+0.15,25
105/07/14,881000,568580,0.64,0.72,0.58,0.68,0.00,27
105/07/15,176000,120360,0.68,0.70,0.67,0.67,-0.01,8
105/07/18,173000,113960,0.66,0.67,0.64,0.64,-0.03,5
105/07/19,154000,88690,0.61,0.61,0.56,0.56,-0.08,5
105/07/20,50000,26960,0.56,0.56,0.52,0.52,-0.04,4
105/07/21,237000,142740,0.57,0.62,0.57,0.58,+0.06,5
105/07/22,223000,128730,0.57,0.61,0.56,0.56,-0.02,4
105/07/25,20000,10900,0.54,0.55,0.54,0.55,-0.01,2
105/07/26,10000,5300,0.53,0.53,0.53,0.53,-0.02,1
105/07/27,100000,54600,0.55,0.55,0.54,0.54,+0.01,2
