105/06/01,1016000,846340,0.83,0.86,0.81,0.82,+0.02,14
105/06/02,774000,613150,0.81,0.81,0.74,0.74,-0.08,13
105/06/03,314000,219260,0.71,0.71,0.69,0.69,-0.05,6
105/06/04,310000,200500,0.65,0.65,0.64,0.64,-0.05,3
105/06/06,0,0,---,---,---,---,---,0
105/06/07,2042000,1390180,0.65,0.70,0.65,0.69,+0.05,20
105/06/08,1997000,1301190,0.67,0.67,0.64,0.65,-0.04,16
105/06/13,92000,59800,0.65,0.65,0.65,0.65,0.00,1
105/06/14,102000,62220,0.61,0.61,0.61,0.61,-0.04,2
105/06/15,100000,61000,0.61,0.61,0.61,0.61,0.00,1
105/06/16,200000,122640,0.61,0.62,0.61,0.61,0.00,3
105/06/17,257000,149990,0.58,0.59,0.57,0.58,-0.03,5
105/06/20,100000,58000,0.58,0.58,0.58,0.58,0.00,2
105/06/21,905000,576800,0.62,0.66,0.62,0.66,+0.08,9
105/06/22,667000,416790,0.62,0.64,0.61,0.62,-0.04,15
105/06/23,352000,234280,0.67,0.67,0.64,0.64,+0.02,3
105/06/24,350000,195900,0.61,0.61,0.46,0.50,-0.14,14
105/06/27,50000,23500,0.47,0.47,0.47,0.47,-0.03,1
105/06/28,10000,4200,0.43,0.43,0.41,0.41,-0.06,2
105/06/29,0,0,---,---,---,---,---,0
105/06/30,386000,167720,0.43,0.44,0.43,0.44,+0.03,3
105/07/01,391000,171990,0.44,0.44,0.43,0.43,-0.01,4
105/07/04,221000,99450,0.45,0.45,0.45,0.45,+0.02,2
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,100000,38000,0.38,0.38,0.38,0.38,0.00,2
105/07/12,150000,62000,0.41,0.42,0.41,0.42,+0.04,2
105/07/13,101000,46450,0.46,0.46,0.45,0.45,+0.03,2
105/07/14,0,0,---,---,---,---,---,0
105/07/15,1000,430,0.43,0.43,0.43,0.43,-0.01,1
105/07/18,0,0,---,---,---,---,---,0
