105/06/01,300000,148000,0.49,0.50,0.49,0.50,+0.03,3
105/06/02,5000,2460,0.50,0.50,0.48,0.48,-0.02,2
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,88000,36080,0.41,0.41,0.41,0.41,0.00,1
105/06/13,118000,42860,0.37,0.37,0.34,0.34,-0.07,3
105/06/14,20000,6800,0.34,0.34,0.34,0.34,0.00,1
105/06/15,174000,60960,0.35,0.37,0.35,0.37,+0.03,2
105/06/16,171000,59850,0.35,0.35,0.35,0.35,-0.02,1
105/06/17,153000,50390,0.33,0.33,0.32,0.32,-0.03,3
105/06/20,10000,3200,0.32,0.32,0.32,0.32,0.00,5
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,400000,141000,0.36,0.36,0.34,0.34,-0.01,4
105/06/24,600000,199000,0.34,0.34,0.31,0.31,-0.03,5
105/06/27,580000,168800,0.30,0.30,0.28,0.29,-0.02,7
105/06/28,1140000,336000,0.28,0.30,0.28,0.30,+0.01,10
105/06/29,1200000,402000,0.31,0.36,0.31,0.34,+0.04,8
105/06/30,260000,86800,0.33,0.34,0.33,0.34,0.00,2
105/07/01,100000,34000,0.34,0.34,0.34,0.34,0.00,1
105/07/04,700000,238000,0.33,0.35,0.33,0.35,+0.01,3
105/07/05,600000,216000,0.36,0.36,0.36,0.36,+0.01,3
105/07/06,0,0,---,---,---,---,---,0
105/07/07,500000,149000,0.30,0.30,0.29,0.29,-0.02,5
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,501000,163340,0.32,0.34,0.32,0.34,+0.05,7
105/07/15,100000,33000,0.33,0.33,0.33,0.33,-0.01,1
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,264000,66000,0.25,0.25,0.25,0.25,-0.01,1
105/07/21,284000,71000,0.25,0.25,0.25,0.25,0.00,2
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,50000,12500,0.25,0.25,0.25,0.25,+0.02,1
105/07/29,50000,10500,0.21,0.21,0.21,0.21,-0.02,1
105/08/01,0,0,---,---,---,---,---,0
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
