105/06/01,50000,55000,1.10,1.10,1.10,1.10,+0.08,1
105/06/02,6000,6750,1.10,1.13,1.10,1.13,+0.03,2
105/06/03,0,0,---,---,---,---,---,0
105/06/04,1000,930,0.93,0.93,0.93,0.93,-0.11,1
105/06/06,0,0,---,---,---,---,---,0
105/06/07,50000,51500,1.03,1.03,1.03,1.03,+0.12,1
105/06/08,55000,54650,1.03,1.03,0.99,0.99,-0.04,2
105/06/13,0,0,---,---,---,---,---,0
105/06/14,5000,4600,0.92,0.92,0.92,0.92,-0.03,1
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,5000,4450,0.89,0.89,0.89,0.89,-0.06,1
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,332000,282180,0.83,0.90,0.83,0.90,+0.11,21
105/07/14,274000,257480,0.94,0.97,0.91,0.97,+0.07,13
105/07/15,58000,56840,0.98,0.98,0.98,0.98,+0.01,3
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,0,0,---,---,---,---,---,0
