105/06/01,9000,83800,9.30,9.40,9.30,9.40,X,2
105/06/02,3000,27550,9.15,9.20,9.15,9.20,-0.20,2
105/06/03,0,0,--,--,--,--,,0
105/06/04,2000,18800,9.40,9.40,9.40,9.40,X,1
105/06/06,1000,9550,9.55,9.55,9.55,9.55,0.15,1
105/06/07,25000,240000,9.60,9.60,9.60,9.60,0.05,1
105/06/08,19000,186300,9.80,9.85,9.75,9.85,0.25,3
105/06/13,1000,9200,9.20,9.20,9.20,9.20,-0.65,1
105/06/14,9000,83000,9.00,9.30,8.95,9.30,0.10,4
105/06/15,3000,27450,9.15,9.15,9.15,9.15,-0.15,1
105/06/16,0,0,--,--,--,--,,0
105/06/17,0,0,--,--,--,--,,0
105/06/20,1000,9250,9.25,9.25,9.25,9.25,X,1
105/06/21,1000,9450,9.45,9.45,9.45,9.45,0.20,1
105/06/22,0,0,--,--,--,--,,0
105/06/23,0,0,--,--,--,--,,0
105/06/24,0,0,--,--,--,--,,0
105/06/27,1000,8900,8.90,8.90,8.90,8.90,X,1
105/06/28,0,0,--,--,--,--,,0
105/06/29,16000,146450,9.15,9.20,9.15,9.20,X,2
105/06/30,0,0,--,--,--,--,,0
105/07/01,3000,27600,9.20,9.20,9.20,9.20,X,1
105/07/04,3000,28450,9.45,9.50,9.45,9.50,0.30,3
105/07/05,1000,9200,9.20,9.20,9.20,9.20,-0.30,1
105/07/06,4000,35500,8.85,8.95,8.85,8.95,-0.25,2
105/07/07,0,0,--,--,--,--,,0
105/07/11,5000,46450,9.30,9.30,9.25,9.25,X,2
105/07/12,16000,150400,9.40,9.40,9.40,9.40,0.15,2
105/07/13,6000,59650,9.90,9.95,9.90,9.95,0.55,2
105/07/14,9000,97700,10.50,11.20,10.50,11.00,1.05,7
105/07/15,5000,54700,10.90,11.00,10.90,11.00,,2
105/07/18,1000,11200,11.20,11.20,11.20,11.20,0.20,1
105/07/19,0,0,--,--,--,--,,0
105/07/20,0,0,--,--,--,--,,0
105/07/21,0,0,--,--,--,--,,0
105/07/22,1000,11200,11.20,11.20,11.20,11.20,X,1
105/07/25,2000,22200,11.10,11.10,11.10,11.10,-0.10,2
105/07/26,3000,34200,11.40,11.40,11.40,11.40,0.30,3
105/07/27,0,0,--,--,--,--,,0
105/07/28,0,0,--,--,--,--,,0
105/07/29,0,0,--,--,--,--,,0
105/08/01,0,0,--,--,--,--,,0
105/08/02,0,0,--,--,--,--,,0
105/08/03,0,0,--,--,--,--,,0
105/08/04,0,0,--,--,--,--,,0
105/08/05,0,0,--,--,--,--,,0
105/08/08,0,0,--,--,--,--,,0
105/08/09,3000,35700,11.90,11.90,11.90,11.90,X,2
105/08/10,0,0,--,--,--,--,,0
105/08/11,0,0,--,--,--,--,,0
