105/06/01,10000,2600,0.26,0.26,0.26,0.26,+0.05,1
105/06/02,40000,8900,0.23,0.23,0.22,0.22,-0.04,2
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,20000,4200,0.21,0.21,0.21,0.21,+0.02,1
105/06/13,9000,1900,0.22,0.22,0.21,0.21,0.00,2
105/06/14,8000,1520,0.19,0.19,0.19,0.19,-0.02,2
105/06/15,15000,3000,0.20,0.20,0.20,0.20,+0.01,3
105/06/16,18000,3500,0.19,0.20,0.19,0.20,0.00,3
105/06/17,38000,8600,0.20,0.24,0.20,0.24,+0.04,4
105/06/20,484000,143210,0.32,0.34,0.27,0.29,+0.05,12
105/06/21,232000,60040,0.25,0.27,0.25,0.27,-0.02,4
105/06/22,420000,96800,0.24,0.24,0.23,0.23,-0.04,3
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,43000,6800,0.12,0.16,0.12,0.16,+0.03,2
105/06/30,1000,170,0.17,0.17,0.17,0.17,+0.01,1
105/07/01,1000,150,0.15,0.15,0.15,0.15,-0.02,1
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,1000,90,0.09,0.09,0.09,0.09,-0.01,1
105/07/11,0,0,---,---,---,---,---,0
105/07/12,26000,3390,0.13,0.14,0.13,0.14,+0.05,2
105/07/13,164000,21590,0.14,0.15,0.13,0.13,-0.01,4
105/07/14,0,0,---,---,---,---,---,0
105/07/15,1000,80,0.08,0.08,0.08,0.08,-0.02,1
105/07/18,0,0,---,---,---,---,---,0
