105/06/01,10000,4900,0.49,0.49,0.49,0.49,+0.15,1
105/06/02,110000,61100,0.55,0.56,0.55,0.56,+0.07,3
105/06/03,261000,127970,0.49,0.52,0.47,0.52,-0.04,5
105/06/04,347000,193640,0.55,0.57,0.54,0.54,+0.02,7
105/06/06,198000,102960,0.52,0.52,0.52,0.52,-0.02,2
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,7000,3150,0.45,0.45,0.45,0.45,+0.04,1
105/06/20,6000,2640,0.44,0.44,0.44,0.44,-0.01,2
105/06/21,9000,4000,0.44,0.46,0.44,0.46,+0.02,2
105/06/22,4000,1880,0.47,0.47,0.47,0.47,+0.01,1
105/06/23,25000,11390,0.45,0.46,0.45,0.45,-0.02,4
105/06/24,34000,13560,0.41,0.43,0.37,0.37,-0.08,4
105/06/27,13000,4230,0.32,0.33,0.32,0.33,-0.04,2
105/06/28,0,0,---,---,---,---,---,0
105/06/29,22000,7120,0.34,0.34,0.32,0.32,-0.01,2
105/06/30,17000,5370,0.33,0.33,0.30,0.30,-0.02,3
105/07/01,7000,2150,0.31,0.31,0.29,0.29,-0.01,2
105/07/04,0,0,---,---,---,---,---,0
105/07/05,99000,30690,0.31,0.31,0.31,0.31,0.00,2
105/07/06,141000,54850,0.33,0.41,0.33,0.38,+0.07,5
105/07/07,41000,17020,0.42,0.42,0.40,0.40,+0.02,4
105/07/11,380000,162280,0.41,0.45,0.38,0.44,+0.04,22
105/07/12,221000,90570,0.41,0.42,0.39,0.39,-0.05,10
105/07/13,210000,88400,0.38,0.43,0.38,0.43,+0.04,14
105/07/14,413000,207070,0.49,0.60,0.46,0.55,+0.12,24
105/07/15,207000,115980,0.60,0.60,0.54,0.59,+0.04,13
105/07/18,328000,195140,0.58,0.63,0.52,0.52,-0.07,28
105/07/19,536000,281840,0.52,0.58,0.50,0.57,+0.05,23
105/07/20,364000,204910,0.54,0.63,0.53,0.56,-0.01,18
105/07/21,132000,76910,0.59,0.59,0.54,0.57,+0.01,7
105/07/22,39000,19370,0.50,0.50,0.47,0.47,-0.10,4
105/07/25,56000,23520,0.42,0.42,0.42,0.42,-0.05,2
105/07/26,66000,28160,0.43,0.43,0.40,0.40,-0.02,4
105/07/27,440000,180020,0.40,0.43,0.40,0.41,+0.01,9
105/07/29,417000,184970,0.39,0.45,0.39,0.45,+0.03,10
105/08/01,718000,316120,0.44,0.51,0.43,0.51,+0.06,29
105/08/02,204000,100920,0.49,0.50,0.48,0.48,-0.03,21
105/08/03,80000,35200,0.44,0.44,0.44,0.44,-0.04,8
