105/06/01,319000,273540,0.82,0.86,0.82,0.86,+0.14,2
105/06/02,0,0,---,---,---,---,---,0
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,200000,154000,0.77,0.77,0.77,0.77,+0.03,1
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,256000,190120,0.75,0.75,0.73,0.73,+0.04,7
105/06/16,10000,7600,0.76,0.76,0.76,0.76,+0.03,1
105/06/17,246000,172200,0.70,0.70,0.70,0.70,-0.06,1
105/06/20,137000,100010,0.73,0.73,0.73,0.73,+0.03,1
105/06/21,408000,297110,0.73,0.74,0.72,0.72,-0.01,5
105/06/22,167000,120240,0.72,0.72,0.72,0.72,0.00,2
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,99000,69300,0.70,0.70,0.70,0.70,+0.09,1
105/06/29,10000,7000,0.70,0.70,0.70,0.70,0.00,1
105/06/30,151000,107410,0.73,0.73,0.71,0.71,+0.01,2
105/07/01,141000,96340,0.68,0.70,0.68,0.70,-0.01,2
105/07/04,0,0,---,---,---,---,---,0
105/07/05,46000,32660,0.71,0.71,0.71,0.71,+0.01,1
105/07/06,102000,66490,0.64,0.67,0.64,0.65,-0.06,5
105/07/07,184000,133500,0.71,0.75,0.71,0.75,+0.10,7
105/07/11,632000,499080,0.79,0.79,0.77,0.79,+0.04,5
105/07/12,65000,50060,0.78,0.78,0.77,0.77,-0.02,3
105/07/13,265000,185160,0.73,0.73,0.64,0.66,-0.11,12
105/07/14,200000,125200,0.63,0.63,0.59,0.59,-0.07,5
