105/06/01,71000,168250,2.22,2.51,2.22,2.51,+0.27,6
105/06/02,26000,67100,2.55,2.63,2.55,2.63,+0.12,3
105/06/03,50000,124200,2.49,2.49,2.48,2.48,-0.15,2
105/06/04,75000,185250,2.48,2.48,2.45,2.45,-0.03,2
105/06/06,10000,24200,2.42,2.42,2.42,2.42,-0.03,1
105/06/07,10000,21700,2.17,2.17,2.17,2.17,-0.25,1
105/06/08,5000,11550,2.31,2.31,2.31,2.31,+0.14,1
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,100000,263500,2.67,2.67,2.58,2.63,+0.47,5
105/06/16,40000,113900,2.77,2.92,2.77,2.92,+0.29,3
105/06/17,125000,359250,2.88,2.88,2.87,2.87,-0.05,3
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,60000,122400,2.04,2.04,2.04,2.04,-0.84,1
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,3000,6360,2.12,2.12,2.12,2.12,+0.01,1
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,10000,31000,3.10,3.10,3.10,3.10,+0.22,1
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
