105/06/01,0,0,---,---,---,---,---,0
105/06/02,31000,4030,0.13,0.13,0.13,0.13,+0.02,3
105/06/03,0,0,---,---,---,---,---,0
105/06/04,10000,1000,0.10,0.10,0.10,0.10,-0.03,1
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,5000,500,0.10,0.10,0.10,0.10,0.00,1
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,5000,400,0.08,0.08,0.08,0.08,-0.02,2
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,60000,3600,0.06,0.06,0.06,0.06,-0.02,1
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
