105/06/01,519000,357920,0.68,0.70,0.68,0.69,+0.15,19
105/06/02,413000,266620,0.66,0.66,0.57,0.57,-0.12,9
105/06/03,31000,17870,0.58,0.58,0.57,0.57,0.00,2
105/06/04,0,0,---,---,---,---,---,0
105/06/06,1634000,938860,0.57,0.61,0.57,0.61,+0.04,9
105/06/07,424000,266580,0.64,0.64,0.62,0.62,+0.01,7
105/06/08,15000,9550,0.63,0.64,0.63,0.64,+0.02,2
105/06/13,10000,6000,0.60,0.60,0.60,0.60,-0.04,1
105/06/14,87000,54810,0.63,0.63,0.63,0.63,+0.03,1
105/06/15,107000,65070,0.61,0.61,0.60,0.60,-0.03,3
105/06/16,1216000,739840,0.62,0.62,0.59,0.59,-0.01,6
105/06/17,0,0,---,---,---,---,---,0
105/06/20,30000,16100,0.54,0.54,0.53,0.54,-0.02,3
105/06/21,378000,207300,0.55,0.56,0.54,0.54,0.00,7
105/06/22,268000,144220,0.54,0.54,0.53,0.53,-0.01,3
105/06/23,10000,5200,0.52,0.52,0.52,0.52,-0.01,1
105/06/24,10000,4900,0.49,0.49,0.49,0.49,-0.03,1
105/06/27,0,0,---,---,---,---,---,0
105/06/28,10000,4700,0.47,0.47,0.47,0.47,0.00,1
105/06/29,10000,4800,0.48,0.48,0.48,0.48,+0.01,1
105/06/30,11000,5280,0.48,0.48,0.48,0.48,0.00,1
105/07/01,0,0,---,---,---,---,---,0
105/07/04,60000,24800,0.43,0.43,0.41,0.41,-0.05,2
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,0,0,---,---,---,---,---,0
105/07/15,0,0,---,---,---,---,---,0
105/07/18,913000,424070,0.46,0.47,0.44,0.44,+0.02,10
105/07/19,813000,363850,0.45,0.45,0.44,0.44,0.00,4
105/07/20,81000,35790,0.44,0.45,0.44,0.45,+0.01,4
