105/06/01,67000,94460,1.41,1.42,1.40,1.40,+0.15,4
105/06/02,58000,81660,1.41,1.41,1.40,1.40,0.00,5
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,17000,23890,1.49,1.49,1.40,1.40,+0.03,2
105/06/07,1000,1390,1.39,1.39,1.39,1.39,-0.01,1
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,10000,13800,1.38,1.38,1.38,1.38,-0.03,1
105/06/24,10000,13000,1.30,1.30,1.30,1.30,-0.08,1
105/06/27,20000,20600,1.03,1.03,1.03,1.03,-0.27,2
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,20000,24600,1.23,1.23,1.23,1.23,0.00,1
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,3000,2770,0.93,0.93,0.91,0.91,-0.37,2
105/07/07,65000,54340,0.83,0.84,0.80,0.80,-0.11,8
105/07/11,62000,60740,0.98,0.98,0.97,0.97,+0.17,2
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,10000,9300,0.93,0.93,0.93,0.93,-0.13,1
105/07/15,20000,16300,0.83,0.83,0.80,0.80,-0.13,2
105/07/18,160000,110800,0.72,0.73,0.64,0.65,-0.15,13
105/07/19,180000,106300,0.66,0.66,0.56,0.57,-0.08,14
105/07/20,153000,78590,0.53,0.53,0.49,0.49,-0.08,16
105/07/21,208000,139570,0.63,0.70,0.63,0.69,+0.20,6
105/07/22,5000,3600,0.72,0.72,0.72,0.72,+0.03,1
105/07/25,305000,155550,0.53,0.53,0.49,0.49,-0.23,4
105/07/26,305000,160800,0.56,0.56,0.52,0.52,+0.03,4
105/07/27,0,0,---,---,---,---,---,0
105/07/29,100000,45000,0.45,0.45,0.45,0.45,0.00,1
105/08/01,300000,157000,0.51,0.53,0.51,0.53,+0.08,4
105/08/02,400000,221050,0.59,0.59,0.54,0.56,+0.03,5
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
