105/06/01,119000,94700,0.75,0.83,0.75,0.80,+0.05,8
105/06/02,109000,88640,0.81,0.82,0.80,0.82,+0.02,3
105/06/03,28000,18760,0.67,0.67,0.67,0.67,-0.15,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,28000,14000,0.50,0.50,0.50,0.50,-0.08,1
105/06/07,0,0,---,---,---,---,---,0
105/06/08,45000,22500,0.50,0.50,0.50,0.50,-0.01,1
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,45000,18900,0.42,0.42,0.42,0.42,+0.03,1
105/06/17,0,0,---,---,---,---,---,0
105/06/20,65000,22950,0.35,0.36,0.35,0.36,-0.04,2
