105/06/01,130000,153600,1.16,1.22,1.15,1.19,+0.02,8
105/06/02,70000,77800,1.14,1.14,1.06,1.06,-0.13,7
105/06/03,50000,51000,1.06,1.06,0.96,0.96,-0.10,5
105/06/04,60000,58800,0.96,0.99,0.96,0.99,+0.03,4
105/06/06,170000,169800,0.99,1.04,0.96,1.04,+0.05,9
105/06/07,70000,78600,1.09,1.15,1.09,1.12,+0.08,5
105/06/08,40000,43200,1.10,1.10,1.06,1.06,-0.06,4
105/06/13,20000,18200,0.91,0.91,0.91,0.91,-0.15,2
105/06/14,100000,90600,0.89,0.92,0.89,0.91,0.00,7
105/06/15,20000,18200,0.91,0.91,0.91,0.91,0.00,2
105/06/16,10000,8800,0.88,0.88,0.88,0.88,-0.03,1
105/06/17,60000,54400,0.92,0.92,0.89,0.89,+0.01,4
105/06/20,90000,87600,0.93,1.01,0.93,1.01,+0.12,3
105/06/21,0,0,---,---,---,---,---,0
105/06/22,10000,9700,0.97,0.97,0.97,0.97,-0.02,1
105/06/23,10000,10400,1.04,1.04,1.04,1.04,+0.07,1
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
