105/06/01,137000,192430,1.39,1.43,1.39,1.43,+0.22,3
105/06/02,2000,2680,1.34,1.34,1.34,1.34,-0.09,1
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,249000,299650,1.22,1.22,1.19,1.20,+0.09,5
105/06/16,142000,166870,1.21,1.21,1.16,1.16,-0.04,2
105/06/17,107000,120910,1.13,1.13,1.13,1.13,-0.03,1
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,15000,17550,1.13,1.26,1.12,1.26,+0.14,3
105/06/30,20000,23250,1.18,1.18,1.14,1.14,-0.12,3
105/07/01,0,0,---,---,---,---,---,0
105/07/04,15000,16200,1.08,1.08,1.08,1.08,+0.10,2
105/07/05,10000,11700,1.17,1.17,1.17,1.17,+0.09,1
105/07/06,0,0,---,---,---,---,---,0
105/07/07,5000,5750,1.15,1.15,1.15,1.15,+0.11,1
105/07/11,15000,19500,1.30,1.30,1.30,1.30,+0.15,3
105/07/12,10000,12200,1.22,1.22,1.22,1.22,-0.08,1
105/07/13,10000,11400,1.14,1.14,1.14,1.14,-0.08,1
105/07/14,0,0,---,---,---,---,---,0
