105/06/01,10000,2600,0.26,0.26,0.26,0.26,+0.02,1
105/06/02,65000,14800,0.23,0.23,0.22,0.23,-0.03,3
105/06/03,30000,6600,0.22,0.22,0.22,0.22,-0.01,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,210000,48400,0.23,0.24,0.23,0.24,+0.02,4
105/06/07,240000,55200,0.23,0.23,0.23,0.23,-0.01,2
105/06/08,55000,13750,0.25,0.25,0.25,0.25,+0.02,2
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,170000,40800,0.24,0.24,0.24,0.24,0.00,1
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,63000,20950,0.35,0.35,0.33,0.33,0.00,4
105/06/21,128000,40080,0.32,0.32,0.30,0.30,-0.03,7
105/06/22,70000,20900,0.30,0.30,0.29,0.29,-0.01,3
105/06/23,60000,15500,0.26,0.26,0.25,0.25,-0.04,2
105/06/24,100000,18500,0.18,0.19,0.18,0.19,-0.06,2
105/06/27,100000,21000,0.21,0.21,0.21,0.21,+0.02,2
105/06/28,90000,18000,0.20,0.20,0.20,0.20,-0.01,2
105/06/29,30000,7500,0.25,0.25,0.25,0.25,+0.05,2
105/06/30,270000,62300,0.23,0.24,0.23,0.24,-0.01,3
105/07/01,290000,63800,0.22,0.22,0.22,0.22,-0.02,2
105/07/04,10000,2100,0.21,0.21,0.21,0.21,-0.01,1
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,20000,3600,0.18,0.18,0.18,0.18,-0.01,1
105/07/11,0,0,---,---,---,---,---,0
105/07/12,53000,11590,0.20,0.23,0.20,0.23,+0.05,3
105/07/13,40000,8800,0.24,0.24,0.20,0.20,-0.03,2
105/07/14,52000,9760,0.19,0.19,0.18,0.18,-0.02,2
105/07/15,5000,950,0.19,0.19,0.19,0.19,+0.01,1
105/07/18,50000,9500,0.19,0.19,0.19,0.19,0.00,1
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,10000,1400,0.14,0.14,0.14,0.14,-0.01,1
105/07/29,100000,14000,0.14,0.14,0.14,0.14,0.00,2
105/08/01,100000,15000,0.15,0.15,0.15,0.15,+0.01,2
105/08/02,40000,6800,0.17,0.17,0.17,0.17,+0.02,1
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,50000,9000,0.18,0.18,0.18,0.18,+0.02,1
105/08/09,0,0,---,---,---,---,---,0
105/08/10,0,0,---,---,---,---,---,0
105/08/11,203000,16240,0.08,0.08,0.08,0.08,-0.05,3
