105/06/01,270000,71200,0.27,0.27,0.26,0.26,+0.03,3
105/06/02,30000,6300,0.21,0.21,0.21,0.21,-0.05,2
105/06/03,30000,5700,0.19,0.19,0.19,0.19,-0.02,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,10000,4500,0.45,0.45,0.45,0.45,+0.26,1
105/06/20,45000,12950,0.31,0.31,0.27,0.27,-0.18,5
105/06/21,40000,9800,0.25,0.25,0.24,0.24,-0.03,3
105/06/22,5000,1150,0.23,0.23,0.23,0.23,-0.01,1
105/06/23,10000,2000,0.20,0.20,0.20,0.20,-0.03,1
105/06/24,0,0,---,---,---,---,---,0
105/06/27,31000,4650,0.15,0.15,0.15,0.15,0.00,1
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,34000,3740,0.11,0.11,0.11,0.11,-0.02,1
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
