105/06/01,112000,157450,1.29,1.54,1.29,1.42,+0.20,11
105/06/02,37000,49980,1.34,1.39,1.34,1.39,-0.03,2
105/06/03,26000,34360,1.41,1.41,1.29,1.29,-0.10,3
105/06/04,0,0,---,---,---,---,---,0
105/06/06,8000,10080,1.26,1.26,1.26,1.26,-0.01,1
105/06/07,0,0,---,---,---,---,---,0
105/06/08,10000,14000,1.40,1.40,1.40,1.40,+0.09,1
105/06/13,10000,12300,1.23,1.23,1.23,1.23,-0.17,1
105/06/14,0,0,---,---,---,---,---,0
105/06/15,20000,26300,1.31,1.32,1.31,1.32,+0.13,2
105/06/16,20000,26400,1.33,1.33,1.31,1.31,-0.01,2
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,20000,26600,1.33,1.33,1.33,1.33,+0.29,2
105/06/29,56000,69500,1.22,1.30,1.20,1.30,-0.03,6
105/06/30,46000,58810,1.31,1.31,1.22,1.22,-0.08,5
105/07/01,0,0,---,---,---,---,---,0
105/07/04,10000,12100,1.21,1.21,1.21,1.21,+0.14,1
105/07/05,20000,24700,1.22,1.25,1.22,1.25,+0.04,2
105/07/06,20000,22800,1.16,1.16,1.12,1.12,-0.13,2
105/07/07,23000,28420,1.16,1.29,1.16,1.29,+0.17,3
105/07/11,14000,19890,1.42,1.43,1.42,1.43,+0.14,3
105/07/12,0,0,---,---,---,---,---,0
105/07/13,1000,1270,1.27,1.27,1.27,1.27,-0.15,1
105/07/14,0,0,---,---,---,---,---,0
105/07/15,0,0,---,---,---,---,---,0
