105/06/01,0,0,--,--,--,--,,0
105/06/02,0,0,--,--,--,--,,0
105/06/03,0,0,--,--,--,--,,0
105/06/04,0,0,--,--,--,--,,0
105/06/06,0,0,--,--,--,--,,0
105/06/07,0,0,--,--,--,--,,0
105/06/08,1291000,5021990,3.89,3.89,3.89,3.89,X,12
105/06/13,0,0,--,--,--,--,,0
105/06/14,0,0,--,--,--,--,,0
105/06/15,600000,2274000,3.79,3.80,3.78,3.80,X,7
105/06/16,0,0,--,--,--,--,,0
105/06/17,0,0,--,--,--,--,,0
105/06/20,0,0,--,--,--,--,,0
105/06/21,1400000,5274000,3.76,3.78,3.76,3.76,X,10
105/06/22,1440000,5432400,3.76,3.79,3.76,3.78,0.02,37
105/06/23,700000,2644020,3.79,3.79,3.76,3.76,-0.02,9
105/06/24,0,0,--,--,--,--,,0
105/06/27,600000,2162000,3.58,3.62,3.58,3.60,X,6
105/06/28,600000,2156000,3.54,3.64,3.54,3.64,0.04,9
105/06/29,718000,2634100,3.67,3.71,3.66,3.67,0.03,8
105/06/30,0,0,--,--,--,--,,0
105/07/01,0,0,--,--,--,--,,0
105/07/04,0,0,--,--,--,--,,0
105/07/05,0,0,--,--,--,--,,0
