105/06/01,583000,399180,0.67,0.70,0.66,0.66,+0.01,13
105/06/02,537000,353160,0.66,0.67,0.62,0.62,-0.04,8
105/06/03,200000,119600,0.60,0.60,0.59,0.59,-0.03,4
105/06/04,186000,111160,0.59,0.61,0.59,0.61,+0.02,2
105/06/06,800000,505670,0.62,0.65,0.60,0.64,+0.03,19
105/06/07,926000,575170,0.66,0.66,0.60,0.60,-0.04,15
105/06/08,354000,224560,0.63,0.65,0.62,0.63,+0.03,7
105/06/13,812000,503820,0.60,0.63,0.59,0.61,-0.02,10
105/06/14,38000,23180,0.61,0.61,0.61,0.61,0.00,2
105/06/15,2204000,1463930,0.60,0.70,0.60,0.69,+0.08,24
105/06/16,2393000,1579330,0.70,0.70,0.64,0.65,-0.04,28
105/06/17,1563000,1102470,0.67,0.73,0.67,0.70,+0.05,32
105/06/20,1279000,911070,0.70,0.76,0.69,0.69,-0.01,25
105/06/21,1276000,958390,0.73,0.77,0.73,0.75,+0.06,29
105/06/22,891000,661630,0.75,0.77,0.72,0.72,-0.03,23
105/06/23,215000,153120,0.74,0.74,0.69,0.69,-0.03,6
105/06/24,82000,50890,0.65,0.70,0.55,0.58,-0.11,9
105/06/27,720000,430100,0.59,0.62,0.59,0.61,+0.03,8
105/06/28,840000,514950,0.61,0.67,0.59,0.64,+0.03,15
105/06/29,138000,87040,0.63,0.64,0.62,0.64,0.00,4
105/06/30,0,0,---,---,---,---,---,0
105/07/01,147000,88250,0.64,0.64,0.59,0.59,-0.04,7
105/07/04,937000,558150,0.59,0.61,0.59,0.61,+0.02,13
105/07/05,611000,367100,0.60,0.61,0.59,0.60,-0.01,18
105/07/06,1228000,698790,0.59,0.59,0.56,0.56,-0.04,22
105/07/07,447000,238490,0.56,0.56,0.52,0.52,-0.04,8
105/07/11,184000,89900,0.49,0.49,0.48,0.48,-0.04,5
105/07/12,0,0,---,---,---,---,---,0
105/07/13,101000,48470,0.48,0.48,0.47,0.47,-0.01,2
105/07/14,60000,28200,0.47,0.47,0.47,0.47,0.00,3
105/07/15,76000,39470,0.51,0.52,0.51,0.52,+0.05,2
105/07/18,201000,94870,0.48,0.48,0.47,0.47,-0.05,4
105/07/19,40000,17600,0.44,0.44,0.44,0.44,-0.03,1
105/07/20,17000,7480,0.44,0.44,0.44,0.44,0.00,1
105/07/21,110000,49550,0.46,0.46,0.45,0.45,+0.01,3
105/07/22,10000,4200,0.42,0.42,0.42,0.42,-0.03,1
105/07/25,0,0,---,---,---,---,---,0
105/07/26,5000,2100,0.42,0.42,0.42,0.42,+0.03,2
105/07/27,5000,2050,0.41,0.41,0.41,0.41,-0.01,1
105/07/29,0,0,---,---,---,---,---,0
105/08/01,33000,15840,0.48,0.48,0.48,0.48,+0.03,3
105/08/02,0,0,---,---,---,---,---,0
105/08/03,111000,45510,0.41,0.41,0.41,0.41,-0.05,2
105/08/04,0,0,---,---,---,---,---,0
105/08/05,0,0,---,---,---,---,---,0
105/08/09,1000,370,0.37,0.37,0.37,0.37,0.00,1
105/08/10,0,0,---,---,---,---,---,0
105/08/11,0,0,---,---,---,---,---,0
