105/06/01,75000,6240,0.08,0.09,0.08,0.09,+0.04,10
105/06/02,250000,25400,0.12,0.13,0.08,0.08,-0.01,27
105/06/03,220000,14800,0.07,0.07,0.06,0.07,-0.01,13
105/06/04,133000,11880,0.06,0.12,0.06,0.11,+0.04,12
105/06/06,333000,23510,0.07,0.22,0.06,0.07,-0.04,34
105/06/07,261000,16940,0.07,0.14,0.06,0.06,-0.01,14
105/06/08,163000,10090,0.07,0.12,0.06,0.12,+0.06,9
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,140000,4200,0.03,0.03,0.03,0.03,0.00,3
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
