105/06/01,5000,2100,0.42,0.42,0.42,0.42,X,1
105/06/02,0,0,--,--,--,--,,0
105/06/03,0,0,--,--,--,--,,0
105/06/04,0,0,--,--,--,--,,0
105/06/06,0,0,--,--,--,--,,0
105/06/07,0,0,--,--,--,--,,0
105/06/08,0,0,--,--,--,--,,0
105/06/13,0,0,--,--,--,--,,0
105/06/14,5000,1500,0.30,0.30,0.30,0.30,X,1
105/06/15,0,0,--,--,--,--,,0
105/06/16,0,0,--,--,--,--,,0
105/06/17,0,0,--,--,--,--,,0
105/06/20,125000,45000,0.36,0.36,0.36,0.36,X,5
105/06/21,20000,8000,0.40,0.40,0.40,0.40,0.04,1
105/06/22,763000,427610,0.50,0.63,0.50,0.57,0.17,12
105/06/23,528000,311600,0.60,0.60,0.56,0.56,-0.01,9
105/06/24,157000,73100,0.55,0.55,0.44,0.45,-0.11,10
105/06/27,605000,300300,0.43,0.52,0.43,0.51,0.06,14
105/06/28,2072000,1106540,0.48,0.57,0.47,0.55,0.04,29
105/06/29,2304000,1255050,0.54,0.56,0.52,0.55,,45
105/06/30,1031000,576260,0.56,0.57,0.52,0.53,-0.02,12
105/07/01,1634000,1063300,0.63,0.68,0.57,0.57,0.04,37
105/07/04,712000,382470,0.56,0.56,0.52,0.54,-0.03,33
105/07/05,555000,324600,0.55,0.61,0.54,0.61,0.07,11
105/07/06,519000,269880,0.54,0.55,0.49,0.50,-0.11,21
105/07/07,240000,131020,0.53,0.56,0.53,0.56,0.06,7
105/07/11,543000,311420,0.60,0.60,0.56,0.56,,25
105/07/12,30000,16160,0.56,0.56,0.52,0.52,-0.04,5
105/07/13,306000,172520,0.56,0.59,0.56,0.59,0.07,8
105/07/14,412000,244970,0.58,0.60,0.56,0.58,-0.01,16
105/07/15,288000,169200,0.62,0.62,0.56,0.57,-0.01,10
105/07/18,104000,52080,0.52,0.52,0.50,0.50,-0.07,3
105/07/19,20000,10400,0.52,0.52,0.52,0.52,0.02,1
105/07/20,515000,277280,0.53,0.56,0.50,0.56,0.04,12
105/07/21,877000,508850,0.57,0.63,0.56,0.61,0.05,28
105/07/22,797000,519180,0.66,0.67,0.61,0.67,0.06,36
105/07/25,230000,160000,0.72,0.72,0.59,0.61,-0.06,5
105/07/26,399000,237440,0.57,0.61,0.57,0.61,,10
105/07/27,995000,597850,0.62,0.62,0.58,0.58,-0.03,20
105/07/28,971000,530810,0.54,0.56,0.54,0.54,-0.04,19
105/07/29,361000,187280,0.52,0.53,0.50,0.50,-0.04,6
105/08/01,54000,26940,0.50,0.50,0.49,0.49,-0.01,3
105/08/02,30000,15000,0.50,0.50,0.50,0.50,0.01,1
105/08/03,0,0,--,--,--,--,,0
105/08/04,2000,820,0.41,0.41,0.41,0.41,X,1
105/08/05,0,0,--,--,--,--,,0
105/08/08,2000,680,0.34,0.34,0.34,0.34,X,1
105/08/09,4000,1000,0.25,0.25,0.25,0.25,-0.09,1
105/08/10,0,0,--,--,--,--,,0
105/08/11,323000,71780,0.22,0.25,0.22,0.22,X,3
105/08/12,357000,67830,0.19,0.19,0.19,0.19,-0.03,2
