105/06/01,161000,146500,0.93,0.93,0.89,0.90,-0.11,3
105/06/02,300000,273240,0.90,0.94,0.90,0.94,0.04,5
105/06/03,128000,124160,0.97,0.97,0.97,0.97,0.03,2
105/06/04,61000,57160,0.94,0.94,0.93,0.93,-0.04,3
105/06/06,239000,210810,0.87,0.89,0.81,0.88,-0.05,5
105/06/07,278000,239570,0.85,0.88,0.85,0.88,,4
105/06/08,174000,153870,0.88,0.89,0.88,0.89,0.01,4
105/06/13,128000,121760,0.92,0.96,0.92,0.96,0.07,4
105/06/14,108000,99330,0.92,0.92,0.91,0.92,-0.04,6
105/06/15,96000,85320,0.89,0.89,0.87,0.87,-0.05,2
105/06/16,395000,359600,0.88,0.94,0.88,0.93,0.06,8
105/06/17,419000,355860,0.82,0.89,0.82,0.89,-0.04,14
105/06/20,0,0,--,--,--,--,,0
105/06/21,50000,38500,0.77,0.77,0.77,0.77,X,1
105/06/22,50000,40500,0.81,0.81,0.81,0.81,0.04,1
105/06/23,0,0,--,--,--,--,,0
105/06/24,223000,184940,0.82,0.83,0.82,0.83,X,5
105/06/27,605000,445430,0.76,0.76,0.71,0.71,-0.12,6
105/06/28,547000,366050,0.70,0.70,0.65,0.65,-0.06,3
105/06/29,391000,197590,0.55,0.55,0.47,0.48,-0.17,11
105/06/30,1480000,527270,0.39,0.41,0.32,0.32,-0.16,46
105/07/01,90000,26450,0.28,0.31,0.28,0.30,-0.02,10
105/07/04,215000,57250,0.27,0.27,0.25,0.26,-0.04,10
105/07/05,0,0,--,--,--,--,,0
105/07/06,162000,42200,0.26,0.27,0.24,0.26,X,6
105/07/07,200000,45900,0.23,0.23,0.22,0.23,-0.03,5
105/07/11,30000,5400,0.18,0.18,0.18,0.18,-0.05,1
105/07/12,40000,8600,0.21,0.22,0.21,0.22,0.04,3
105/07/13,40000,7800,0.20,0.20,0.19,0.19,-0.03,2
105/07/14,220000,41800,0.18,0.20,0.18,0.20,0.01,4
105/07/15,0,0,--,--,--,--,,0
105/07/18,100000,11200,0.14,0.14,0.10,0.12,X,4
105/07/19,61000,6100,0.10,0.10,0.10,0.10,-0.02,4
105/07/20,92000,7980,0.08,0.09,0.08,0.09,-0.01,10
105/07/21,208000,12080,0.06,0.06,0.05,0.06,-0.03,13
105/07/22,30000,1800,0.06,0.06,0.06,0.06,,3
105/07/25,108000,7180,0.06,0.07,0.06,0.07,0.01,6
105/07/26,0,0,--,--,--,--,,0
105/07/27,78000,3700,0.05,0.05,0.04,0.05,X,6
105/07/28,0,0,--,--,--,--,,0
105/07/29,90000,3600,0.04,0.04,0.04,0.04,X,5
105/08/01,0,0,--,--,--,--,,0
105/08/02,0,0,--,--,--,--,,0
105/08/03,30000,1200,0.04,0.04,0.04,0.04,X,2
105/08/04,0,0,--,--,--,--,,0
105/08/05,60000,1850,0.03,0.04,0.03,0.03,X,8
105/08/08,0,0,--,--,--,--,,0
105/08/09,0,0,--,--,--,--,,0
