105/06/01,40000,8000,0.20,0.20,0.20,0.20,+0.02,2
105/06/02,20000,3800,0.19,0.19,0.19,0.19,-0.01,1
105/06/03,1000,190,0.19,0.19,0.19,0.19,0.00,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,16000,2080,0.13,0.13,0.13,0.13,-0.03,2
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,13000,780,0.06,0.06,0.06,0.06,-0.02,1
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,60000,1200,0.02,0.02,0.02,0.02,-0.03,2
105/06/21,0,0,---,---,---,---,---,0
105/06/22,10000,100,0.01,0.01,0.01,0.01,-0.01,1
105/06/23,0,0,---,---,---,---,---,0
