105/06/01,241000,108450,0.45,0.45,0.45,0.45,0.00,6
105/06/02,85000,33400,0.42,0.42,0.38,0.38,-0.07,5
105/06/03,30000,11400,0.38,0.38,0.38,0.38,0.00,1
105/06/04,100000,39000,0.39,0.39,0.39,0.39,+0.01,1
105/06/06,103000,37710,0.37,0.37,0.36,0.36,-0.03,4
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,130000,46800,0.36,0.36,0.36,0.36,+0.01,5
105/06/21,6000,2100,0.35,0.35,0.35,0.35,-0.01,1
105/06/22,34000,12680,0.38,0.38,0.37,0.37,+0.02,2
105/06/23,140000,52400,0.39,0.39,0.37,0.37,0.00,3
105/06/24,35000,11600,0.34,0.34,0.28,0.28,-0.09,2
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,150000,49500,0.33,0.33,0.33,0.33,+0.04,5
105/06/30,156000,54600,0.35,0.35,0.35,0.35,+0.02,3
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,34000,10500,0.30,0.31,0.30,0.31,+0.01,2
105/07/13,0,0,---,---,---,---,---,0
105/07/14,0,0,---,---,---,---,---,0
105/07/15,5000,1450,0.29,0.29,0.29,0.29,0.00,1
105/07/18,49000,13910,0.29,0.29,0.28,0.28,-0.01,4
105/07/19,7000,1890,0.27,0.27,0.27,0.27,-0.01,2
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,119000,34360,0.29,0.29,0.28,0.28,+0.02,4
105/07/25,130000,31400,0.24,0.25,0.24,0.25,-0.03,3
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,125000,28750,0.23,0.23,0.23,0.23,+0.04,2
105/08/02,100000,21300,0.21,0.22,0.21,0.21,-0.02,4
