105/06/01,409000,310790,0.75,0.76,0.75,0.76,+0.10,6
105/06/02,579000,438420,0.78,0.78,0.73,0.73,-0.03,11
105/06/03,60000,43200,0.72,0.72,0.72,0.72,-0.01,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,50000,35100,0.69,0.72,0.69,0.72,+0.05,2
105/06/07,60000,42000,0.70,0.70,0.70,0.70,-0.02,1
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,10000,5300,0.53,0.53,0.53,0.53,-0.01,1
105/06/22,10000,5200,0.52,0.52,0.52,0.52,-0.01,1
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,10000,4600,0.46,0.46,0.46,0.46,-0.01,1
105/06/28,310000,160700,0.47,0.52,0.47,0.52,+0.06,2
105/06/29,300000,144000,0.48,0.48,0.48,0.48,-0.04,1
105/06/30,0,0,---,---,---,---,---,0
105/07/01,20000,9400,0.47,0.47,0.47,0.47,0.00,1
105/07/04,20000,8400,0.42,0.42,0.42,0.42,-0.05,1
105/07/05,0,0,---,---,---,---,---,0
