105/06/01,7000,4140,0.57,0.60,0.57,0.60,+0.03,2
105/06/02,0,0,---,---,---,---,---,0
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,30000,15600,0.52,0.52,0.52,0.52,0.00,1
105/06/13,70000,34300,0.49,0.49,0.49,0.49,-0.03,1
105/06/14,0,0,---,---,---,---,---,0
105/06/15,30000,14700,0.49,0.49,0.49,0.49,0.00,1
105/06/16,25000,12250,0.49,0.49,0.49,0.49,0.00,1
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,25000,11750,0.47,0.47,0.47,0.47,0.00,1
105/06/22,243000,109650,0.45,0.46,0.45,0.45,-0.02,3
105/06/23,213000,95710,0.45,0.45,0.44,0.44,-0.01,3
105/06/24,0,0,---,---,---,---,---,0
105/06/27,30000,11100,0.37,0.37,0.37,0.37,-0.02,1
105/06/28,10000,3900,0.39,0.39,0.39,0.39,+0.02,1
105/06/29,0,0,---,---,---,---,---,0
105/06/30,100000,40000,0.40,0.40,0.40,0.40,0.00,1
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,0,0,---,---,---,---,---,0
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
