105/06/01,388000,237420,0.58,0.65,0.58,0.63,+0.10,5
105/06/02,408000,255700,0.64,0.64,0.58,0.58,-0.05,7
105/06/03,300000,181500,0.61,0.61,0.60,0.61,+0.03,5
105/06/04,27000,17920,0.67,0.67,0.66,0.66,+0.05,3
105/06/06,207000,130270,0.63,0.63,0.61,0.61,-0.05,2
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,130000,81900,0.63,0.63,0.63,0.63,+0.09,3
105/06/20,130000,80600,0.62,0.62,0.62,0.62,-0.01,1
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,5000,3200,0.64,0.64,0.64,0.64,+0.03,1
105/07/06,0,0,---,---,---,---,---,0
105/07/07,81000,56850,0.71,0.72,0.65,0.66,+0.02,5
105/07/11,81000,52710,0.65,0.67,0.64,0.64,-0.02,6
105/07/12,40000,27200,0.68,0.68,0.68,0.68,+0.04,1
105/07/13,40000,31200,0.78,0.78,0.78,0.78,+0.10,2
105/07/14,149000,119240,0.81,0.81,0.80,0.80,+0.02,3
105/07/15,60000,61820,0.90,1.06,0.90,0.94,+0.14,4
105/07/18,100000,88900,0.91,0.91,0.84,0.84,-0.10,4
105/07/19,130000,130000,0.91,1.07,0.91,1.03,+0.19,6
105/07/20,18000,17550,0.98,0.98,0.95,0.95,-0.08,2
105/07/21,0,0,---,---,---,---,---,0
105/07/22,1000,840,0.84,0.84,0.84,0.84,-0.11,1
105/07/25,126000,99980,0.81,0.81,0.72,0.72,-0.12,4
