105/06/01,329000,304120,0.89,0.97,0.86,0.86,+0.04,45
105/06/02,462000,366640,0.86,0.86,0.75,0.77,-0.09,36
105/06/03,295000,233240,0.78,0.82,0.76,0.82,+0.05,27
105/06/04,136000,108900,0.81,0.81,0.79,0.80,-0.02,15
105/06/06,184000,140980,0.80,0.81,0.71,0.71,-0.09,16
105/06/07,216000,156220,0.72,0.74,0.71,0.71,0.00,13
105/06/08,97000,70250,0.75,0.75,0.71,0.71,0.00,8
105/06/13,49000,32040,0.64,0.67,0.64,0.67,-0.04,8
105/06/14,92000,64020,0.65,0.77,0.65,0.77,+0.10,17
105/06/15,155000,117600,0.76,0.77,0.74,0.75,-0.02,9
105/06/16,90000,68250,0.77,0.77,0.74,0.74,-0.01,5
105/06/17,64000,49600,0.79,0.80,0.77,0.77,+0.03,3
105/06/20,125000,95700,0.77,0.78,0.75,0.75,-0.02,6
105/06/21,648000,495860,0.78,0.78,0.70,0.70,-0.05,19
105/06/22,566000,385630,0.70,0.71,0.68,0.68,-0.02,8
105/06/23,157000,99600,0.69,0.69,0.61,0.61,-0.07,16
105/06/24,192000,116270,0.60,0.65,0.56,0.61,0.00,16
105/06/27,30000,18800,0.62,0.63,0.62,0.63,+0.02,3
105/06/28,90000,59000,0.66,0.67,0.65,0.65,+0.02,5
105/06/29,140000,92500,0.65,0.68,0.65,0.67,+0.02,6
105/06/30,610000,434880,0.71,0.72,0.68,0.68,+0.01,10
105/07/01,625000,412710,0.68,0.68,0.64,0.64,-0.04,5
105/07/04,186000,121940,0.66,0.67,0.65,0.67,+0.03,7
105/07/05,569000,418950,0.75,0.75,0.72,0.74,+0.07,21
105/07/06,305000,220750,0.73,0.74,0.68,0.68,-0.06,10
105/07/07,241000,166190,0.69,0.71,0.68,0.68,0.00,12
105/07/11,18000,11880,0.68,0.68,0.65,0.66,-0.02,3
105/07/12,10000,6800,0.68,0.68,0.68,0.68,+0.02,1
105/07/13,11000,7040,0.64,0.64,0.64,0.64,-0.04,1
105/07/14,20000,13000,0.65,0.65,0.65,0.65,+0.01,1
105/07/15,156000,116120,0.72,0.78,0.72,0.78,+0.13,6
105/07/18,542000,437340,0.79,0.85,0.75,0.76,-0.02,14
105/07/19,280000,210500,0.76,0.76,0.72,0.72,-0.04,5
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,31000,22460,0.66,0.74,0.66,0.74,+0.05,3
105/07/26,21000,16070,0.76,0.77,0.76,0.77,+0.03,2
105/07/27,550000,454040,0.77,0.87,0.77,0.80,+0.03,15
105/07/29,66000,59270,0.94,0.94,0.87,0.90,+0.03,4
105/08/01,34000,31020,0.85,0.94,0.85,0.94,+0.04,3
105/08/02,22000,20680,0.94,0.94,0.94,0.94,0.00,1
105/08/03,844000,882110,0.87,1.27,0.87,1.27,+0.33,31
105/08/04,744000,1179240,1.42,1.67,1.37,1.67,+0.40,32
105/08/05,29000,42630,1.47,1.47,1.47,1.47,-0.20,1
105/08/09,0,0,---,---,---,---,---,0
105/08/10,0,0,---,---,---,---,---,0
105/08/11,0,0,---,---,---,---,---,0
