105/06/01,2000,3000,1.50,1.50,1.50,1.50,0.03,1
105/06/02,15000,20500,1.38,1.38,1.36,1.36,-0.14,2
105/06/03,1000,1390,1.39,1.39,1.39,1.39,0.03,1
105/06/04,0,0,--,--,--,--,,0
105/06/06,0,0,--,--,--,--,,0
105/06/07,0,0,--,--,--,--,,0
105/06/08,0,0,--,--,--,--,,0
105/06/13,2000,2440,1.22,1.22,1.22,1.22,X,1
105/06/14,1000,1460,1.46,1.46,1.46,1.46,0.24,1
105/06/15,0,0,--,--,--,--,,0
105/06/16,0,0,--,--,--,--,,0
105/06/17,2000,2280,1.14,1.14,1.14,1.14,X,1
105/06/20,31000,33950,1.09,1.15,1.09,1.15,0.01,4
105/06/21,30000,34500,1.15,1.15,1.15,1.15,,1
105/06/22,0,0,--,--,--,--,,0
105/06/23,0,0,--,--,--,--,,0
105/06/24,0,0,--,--,--,--,,0
105/06/27,0,0,--,--,--,--,,0
105/06/28,0,0,--,--,--,--,,0
105/06/29,0,0,--,--,--,--,,0
105/06/30,0,0,--,--,--,--,,0
105/07/01,5000,4500,0.90,0.90,0.90,0.90,X,1
105/07/04,0,0,--,--,--,--,,0
105/07/05,0,0,--,--,--,--,,0
105/07/06,0,0,--,--,--,--,,0
