105/06/01,10000,9400,0.94,0.94,0.94,0.94,0.06,1
105/06/02,30000,27600,0.92,0.92,0.92,0.92,-0.02,1
105/06/03,110000,101200,0.91,0.93,0.91,0.92,,4
105/06/04,20000,18800,0.94,0.94,0.94,0.94,0.02,1
105/06/06,0,0,--,--,--,--,,0
105/06/07,8000,7870,0.98,0.99,0.98,0.99,X,2
105/06/08,100000,104000,1.04,1.04,1.04,1.04,0.05,1
105/06/13,60000,52200,0.88,0.88,0.85,0.85,-0.19,4
105/06/14,0,0,--,--,--,--,,0
105/06/15,20000,18400,0.92,0.92,0.92,0.92,X,1
105/06/16,80000,65000,0.81,0.82,0.81,0.82,-0.10,2
105/06/17,40000,36000,0.90,0.90,0.90,0.90,0.08,2
105/06/20,20000,19400,0.97,0.97,0.97,0.97,0.07,1
105/06/21,1000,1010,1.01,1.01,1.01,1.01,0.04,1
105/06/22,0,0,--,--,--,--,,0
105/06/23,0,0,--,--,--,--,,0
105/06/24,256000,210600,0.91,0.91,0.67,0.72,X,22
105/06/27,245000,196650,0.79,0.83,0.77,0.83,0.11,9
105/06/28,100000,86400,0.86,0.88,0.85,0.88,0.05,4
105/06/29,45000,41850,0.92,0.95,0.92,0.95,0.07,3
105/06/30,91000,92440,0.96,1.04,0.96,1.04,0.09,6
105/07/01,25000,28010,1.09,1.13,1.09,1.13,0.09,3
105/07/04,4000,4640,1.16,1.16,1.16,1.16,0.03,1
105/07/05,8000,8860,1.10,1.12,1.10,1.11,-0.05,6
105/07/06,3000,3060,1.02,1.02,1.02,1.02,-0.09,1
105/07/07,12000,12480,1.04,1.04,1.04,1.04,0.02,2
105/07/11,6000,7110,1.18,1.19,1.18,1.19,0.15,2
105/07/12,2000,2530,1.27,1.27,1.26,1.26,0.07,2
105/07/13,4000,5070,1.26,1.28,1.25,1.25,-0.01,3
105/07/14,10000,12900,1.29,1.29,1.29,1.29,0.04,1
105/07/15,14000,19300,1.35,1.39,1.35,1.39,0.10,2
105/07/18,8000,11440,1.42,1.46,1.42,1.46,0.07,3
105/07/19,14000,20420,1.45,1.48,1.45,1.48,0.02,2
105/07/20,18000,24240,1.32,1.44,1.32,1.44,-0.04,4
105/07/21,18000,27480,1.50,1.57,1.50,1.57,0.13,4
105/07/22,15000,22650,1.51,1.51,1.51,1.51,-0.06,1
105/07/25,22000,33860,1.59,1.59,1.40,1.40,-0.11,4
105/07/26,3000,4350,1.45,1.45,1.45,1.45,0.05,1
105/07/27,36000,56300,1.59,1.59,1.55,1.55,0.10,5
105/07/28,20000,31400,1.57,1.57,1.57,1.57,0.02,1
105/07/29,32000,48000,1.50,1.50,1.50,1.50,-0.07,2
105/08/01,32000,49280,1.54,1.54,1.54,1.54,0.04,2
105/08/02,0,0,--,--,--,--,,0
105/08/03,0,0,--,--,--,--,,0
105/08/04,2000,3020,1.52,1.52,1.50,1.50,X,2
105/08/05,2000,3200,1.60,1.60,1.60,1.60,0.10,1
105/08/08,0,0,--,--,--,--,,0
105/08/09,0,0,--,--,--,--,,0
