105/06/01,54000,11340,0.21,0.21,0.21,0.21,+0.01,2
105/06/02,130000,32600,0.25,0.26,0.24,0.26,+0.05,5
105/06/03,400000,94100,0.24,0.26,0.23,0.23,-0.03,6
105/06/04,120000,26400,0.22,0.22,0.22,0.22,-0.01,3
105/06/06,439000,97370,0.22,0.23,0.22,0.23,+0.01,9
105/06/07,402000,79780,0.20,0.20,0.18,0.19,-0.04,8
105/06/08,496000,88020,0.18,0.18,0.17,0.18,-0.01,15
105/06/13,372000,60900,0.17,0.17,0.15,0.17,-0.01,10
105/06/14,730000,119950,0.17,0.17,0.15,0.15,-0.02,13
105/06/15,460000,69500,0.15,0.16,0.15,0.15,0.00,8
105/06/16,675000,109250,0.17,0.17,0.16,0.16,+0.01,11
105/06/17,697000,103750,0.14,0.15,0.14,0.15,-0.01,9
105/06/20,205000,34100,0.16,0.17,0.16,0.17,+0.02,4
105/06/21,335000,50800,0.15,0.16,0.14,0.16,-0.01,3
105/06/22,461000,64440,0.15,0.15,0.11,0.14,-0.02,7
105/06/23,157000,17410,0.11,0.13,0.11,0.13,-0.01,5
105/06/24,454000,54690,0.13,0.13,0.12,0.13,0.00,6
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,10000,1100,0.11,0.11,0.11,0.11,-0.02,1
105/07/01,0,0,---,---,---,---,---,0
105/07/04,20000,1200,0.06,0.06,0.06,0.06,-0.05,2
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
