105/06/01,5000,81080,16.20,16.22,16.20,16.22,,5
105/06/02,0,0,--,--,--,--,,0
105/06/03,2000,32560,16.28,16.28,16.28,16.28,X,2
105/06/04,0,0,--,--,--,--,,0
105/06/06,27000,436960,16.19,16.22,16.18,16.22,X,6
105/06/07,1000,16220,16.22,16.22,16.22,16.22,,1
105/06/08,9000,145630,16.25,16.25,16.17,16.17,-0.05,5
105/06/13,0,0,--,--,--,--,,0
105/06/14,1000,16250,16.25,16.25,16.25,16.25,X,1
105/06/15,5000,81000,16.20,16.20,16.20,16.20,-0.05,2
105/06/16,0,0,--,--,--,--,,0
105/06/17,12000,193950,16.20,16.20,16.15,16.15,X,8
105/06/20,13000,210150,16.15,16.30,16.07,16.30,0.15,5
105/06/21,0,0,--,--,--,--,,0
105/06/22,2000,32340,16.09,16.25,16.09,16.25,X,2
105/06/23,1000,16240,16.24,16.24,16.24,16.24,-0.01,1
105/06/24,15000,243350,16.19,16.24,16.19,16.24,,8
105/06/27,17000,276250,16.25,16.25,16.25,16.25,0.01,2
105/06/28,3000,48600,16.20,16.20,16.20,16.20,-0.05,2
105/06/29,6000,97440,16.24,16.24,16.24,16.24,0.04,1
105/06/30,0,0,--,--,--,--,,0
105/07/01,72000,1161160,16.19,16.19,16.02,16.15,X,11
105/07/04,5000,80210,16.02,16.13,16.02,16.13,-0.02,2
105/07/05,1000,16050,16.05,16.05,16.05,16.05,-0.08,1
105/07/06,25000,401630,16.05,16.13,16.02,16.13,0.08,6
105/07/07,4000,64460,16.12,16.12,16.11,16.11,-0.02,3
105/07/11,3000,48300,16.10,16.10,16.10,16.10,-0.01,1
105/07/12,11000,177100,16.10,16.10,16.10,16.10,,2
105/07/13,0,0,--,--,--,--,,0
105/07/14,9000,145090,16.12,16.13,16.12,16.13,X,2
105/07/15,49000,790440,16.13,16.20,16.13,16.20,0.07,4
105/07/18,45000,728650,16.20,16.20,16.15,16.20,,8
105/07/19,33000,534600,16.20,16.20,16.20,16.20,,4
105/07/20,11000,178190,16.20,16.20,16.19,16.19,-0.01,2
105/07/21,56000,901800,16.15,16.15,16.10,16.13,-0.06,7
105/07/22,0,0,--,--,--,--,,0
105/07/25,13000,209690,16.13,16.13,16.13,16.13,X,2
105/07/26,2000,32260,16.13,16.13,16.13,16.13,,2
105/07/27,12000,192780,16.05,16.13,16.05,16.13,,4
105/07/28,3000,48220,16.06,16.10,16.06,16.10,-0.03,3
105/07/29,17000,273300,16.10,16.10,16.06,16.06,-0.04,6
105/08/01,0,0,--,--,--,--,,0
105/08/02,2000,32120,16.06,16.06,16.06,16.06,X,2
105/08/03,74000,1187830,16.05,16.06,16.05,16.05,-0.01,13
105/08/04,53000,850650,16.05,16.05,16.05,16.05,,10
