105/06/01,35000,54760,1.55,1.58,1.55,1.58,0.07,6
105/06/02,205000,315750,1.55,1.55,1.54,1.54,-0.04,3
105/06/03,243000,390080,1.61,1.62,1.59,1.60,0.06,9
105/06/04,11000,17540,1.60,1.60,1.59,1.59,-0.01,2
105/06/06,3000,4830,1.61,1.61,1.61,1.61,0.02,1
105/06/07,51000,83570,1.63,1.67,1.63,1.67,0.06,4
105/06/08,33000,54180,1.64,1.66,1.64,1.66,-0.01,2
105/06/13,5000,7760,1.55,1.57,1.54,1.57,-0.09,3
105/06/14,1000,1560,1.56,1.56,1.56,1.56,-0.01,1
105/06/15,14000,21800,1.55,1.57,1.55,1.57,0.01,3
105/06/16,3000,4440,1.48,1.48,1.48,1.48,-0.09,3
105/06/17,4000,6120,1.54,1.54,1.52,1.53,0.05,4
105/06/20,1000,1590,1.59,1.59,1.59,1.59,0.06,1
105/06/21,0,0,--,--,--,--,,0
105/06/22,0,0,--,--,--,--,,0
105/06/23,0,0,--,--,--,--,,0
105/06/24,10000,15000,1.50,1.50,1.50,1.50,X,1
105/06/27,7000,10330,1.47,1.49,1.47,1.49,-0.01,2
105/06/28,5000,7340,1.46,1.50,1.46,1.50,0.01,4
105/06/29,12000,18520,1.51,1.55,1.51,1.55,0.05,3
105/06/30,10000,15600,1.56,1.56,1.56,1.56,0.01,1
105/07/01,34000,54060,1.59,1.59,1.59,1.59,0.03,4
105/07/04,74000,116870,1.60,1.60,1.57,1.57,-0.02,3
105/07/05,12000,18520,1.54,1.56,1.54,1.56,-0.01,4
105/07/06,50000,74030,1.51,1.51,1.47,1.47,-0.09,12
105/07/07,106000,156020,1.49,1.49,1.46,1.46,-0.01,9
105/07/11,229000,342860,1.48,1.53,1.48,1.53,0.07,12
105/07/12,0,0,--,--,--,--,,0
105/07/13,91000,138000,1.51,1.54,1.51,1.53,X,6
105/07/14,129000,196290,1.52,1.56,1.52,1.54,0.01,7
105/07/15,74000,115840,1.56,1.61,1.55,1.59,0.05,10
105/07/18,92000,149330,1.61,1.63,1.61,1.63,0.04,10
105/07/19,86000,140440,1.63,1.65,1.63,1.65,0.02,3
105/07/20,0,0,--,--,--,--,,0
105/07/21,41000,68270,1.66,1.69,1.65,1.69,X,6
105/07/22,44000,73460,1.68,1.68,1.66,1.67,-0.02,3
105/07/25,2000,3360,1.68,1.68,1.68,1.68,0.01,1
105/07/26,6000,9820,1.62,1.64,1.62,1.64,-0.04,2
105/07/27,3000,4860,1.62,1.63,1.61,1.61,-0.03,3
105/07/28,76000,123470,1.63,1.64,1.61,1.64,0.03,6
105/07/29,11000,17570,1.60,1.60,1.58,1.58,-0.06,6
105/08/01,52000,84250,1.62,1.63,1.62,1.63,0.05,4
105/08/02,20000,32000,1.60,1.60,1.60,1.60,-0.03,1
