105/06/01,50000,15000,0.30,0.30,0.30,0.30,+0.05,1
105/06/02,0,0,---,---,---,---,---,0
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,70000,16800,0.24,0.24,0.24,0.24,-0.02,1
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,308000,67760,0.22,0.22,0.22,0.22,-0.01,2
105/06/16,554000,134300,0.24,0.26,0.23,0.26,+0.04,7
105/06/17,216000,54000,0.25,0.25,0.25,0.25,-0.01,2
105/06/20,40000,7600,0.19,0.19,0.19,0.19,-0.06,1
105/06/21,0,0,---,---,---,---,---,0
105/06/22,80000,12800,0.16,0.16,0.16,0.16,-0.02,1
105/06/23,20000,3200,0.16,0.16,0.16,0.16,0.00,1
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,10000,1450,0.14,0.15,0.14,0.15,+0.02,2
105/07/01,20000,3650,0.19,0.19,0.16,0.19,+0.04,4
105/07/04,10000,1900,0.19,0.19,0.19,0.19,0.00,1
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,0,0,---,---,---,---,---,0
