105/06/01,22000,59260,2.69,2.73,2.69,2.73,+0.04,2
105/06/02,55000,164870,3.01,3.01,2.99,2.99,+0.26,5
105/06/03,7000,19080,2.72,2.74,2.72,2.73,-0.26,5
105/06/04,2000,5440,2.72,2.72,2.72,2.72,-0.01,1
105/06/06,13000,31580,2.45,2.45,2.42,2.42,-0.30,2
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,197000,421610,2.32,2.35,2.00,2.00,-0.52,62
105/06/14,72000,141370,1.94,2.01,1.93,2.00,0.00,12
105/06/15,73000,143820,1.99,1.99,1.96,1.99,-0.01,11
105/06/16,99000,178860,1.93,1.95,1.75,1.79,-0.20,11
105/06/17,0,0,---,---,---,---,---,0
105/06/20,2000,3380,1.69,1.69,1.69,1.69,-0.17,1
105/06/21,0,0,---,---,---,---,---,0
105/06/22,63000,101310,1.61,1.61,1.57,1.57,-0.09,3
105/06/23,0,0,---,---,---,---,---,0
105/06/24,148000,192000,1.65,1.65,1.29,1.29,-0.32,2
105/06/27,0,0,---,---,---,---,---,0
105/06/28,60000,89700,1.49,1.51,1.49,1.51,+0.15,6
105/06/29,50000,87200,1.64,1.77,1.64,1.77,+0.26,2
105/06/30,40000,63700,1.57,1.61,1.57,1.61,-0.16,4
105/07/01,30000,49500,1.67,1.67,1.61,1.61,0.00,2
105/07/04,30000,47700,1.58,1.60,1.58,1.60,-0.01,3
105/07/05,30000,48600,1.62,1.62,1.62,1.62,+0.02,1
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,7000,7490,1.07,1.07,1.07,1.07,-0.36,2
105/07/13,0,0,---,---,---,---,---,0
105/07/14,0,0,---,---,---,---,---,0
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,5000,11250,2.25,2.25,2.25,2.25,+0.42,1
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/29,14000,26080,1.85,1.88,1.85,1.87,-0.05,3
105/08/01,29000,58870,2.03,2.03,2.03,2.03,+0.16,1
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
