105/06/01,30000,14800,0.50,0.50,0.49,0.50,0.02,3
105/06/02,0,0,--,--,--,--,,0
105/06/03,23000,10500,0.46,0.46,0.44,0.44,X,2
105/06/04,10000,4700,0.47,0.47,0.47,0.47,0.03,1
105/06/06,10000,3700,0.37,0.37,0.37,0.37,-0.10,1
105/06/07,30000,11400,0.38,0.38,0.38,0.38,0.01,2
105/06/08,0,0,--,--,--,--,,0
105/06/13,0,0,--,--,--,--,,0
105/06/14,0,0,--,--,--,--,,0
105/06/15,0,0,--,--,--,--,,0
105/06/16,11000,4510,0.41,0.41,0.41,0.41,X,1
105/06/17,0,0,--,--,--,--,,0
105/06/20,20000,8200,0.41,0.41,0.41,0.41,X,1
105/06/21,31000,12910,0.42,0.42,0.41,0.41,,2
105/06/22,330000,154890,0.45,0.49,0.45,0.47,0.06,6
105/06/23,294000,126800,0.45,0.45,0.40,0.40,-0.07,19
105/06/24,203000,72200,0.41,0.41,0.34,0.35,-0.05,7
105/06/27,150000,48000,0.32,0.32,0.32,0.32,-0.03,2
105/06/28,111000,26690,0.23,0.29,0.23,0.29,-0.03,3
105/06/29,130000,38800,0.30,0.30,0.29,0.30,0.01,5
105/06/30,356000,124480,0.33,0.35,0.33,0.35,0.05,2
105/07/01,16000,6080,0.38,0.38,0.38,0.38,0.03,2
105/07/04,0,0,--,--,--,--,,0
105/07/05,0,0,--,--,--,--,,0
105/07/06,100000,25500,0.26,0.26,0.25,0.25,X,2
105/07/07,50000,13000,0.26,0.26,0.26,0.26,0.01,1
105/07/11,201000,55270,0.27,0.28,0.27,0.28,0.02,3
105/07/12,50000,14000,0.28,0.28,0.28,0.28,,1
105/07/13,0,0,--,--,--,--,,0
105/07/14,0,0,--,--,--,--,,0
105/07/15,0,0,--,--,--,--,,0
105/07/18,0,0,--,--,--,--,,0
105/07/19,0,0,--,--,--,--,,0
105/07/20,70000,23120,0.33,0.34,0.33,0.34,X,2
105/07/21,70000,25740,0.38,0.38,0.36,0.36,0.02,3
