105/06/01,56000,35790,0.63,0.64,0.63,0.64,+0.05,4
105/06/02,0,0,---,---,---,---,---,0
105/06/03,20000,11000,0.55,0.55,0.55,0.55,-0.04,1
105/06/04,200000,109000,0.55,0.55,0.54,0.54,-0.01,2
105/06/06,2000,1100,0.55,0.55,0.55,0.55,+0.01,1
105/06/07,0,0,---,---,---,---,---,0
105/06/08,30000,17400,0.58,0.58,0.58,0.58,+0.03,1
105/06/13,42000,21060,0.51,0.51,0.48,0.48,-0.10,2
105/06/14,100000,48000,0.48,0.48,0.48,0.48,0.00,1
105/06/15,100000,49000,0.49,0.49,0.49,0.49,+0.01,1
105/06/16,100000,50000,0.50,0.50,0.50,0.50,+0.01,1
105/06/17,100000,52000,0.52,0.52,0.52,0.52,+0.02,2
105/06/20,1000,540,0.54,0.54,0.54,0.54,+0.02,1
105/06/21,253000,152920,0.56,0.61,0.56,0.60,+0.06,7
105/06/22,187000,111290,0.60,0.60,0.55,0.55,-0.05,3
105/06/23,260000,136600,0.53,0.53,0.51,0.53,-0.02,4
105/06/24,0,0,---,---,---,---,---,0
105/06/27,400000,162000,0.40,0.41,0.40,0.41,+0.01,4
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,239000,104370,0.43,0.44,0.42,0.43,-0.01,6
105/07/06,375000,142000,0.39,0.39,0.37,0.38,-0.05,7
105/07/07,504000,221820,0.44,0.45,0.42,0.43,+0.05,19
105/07/11,303000,118240,0.40,0.41,0.37,0.38,-0.05,7
105/07/12,50000,18500,0.37,0.37,0.37,0.37,-0.01,1
105/07/13,0,0,---,---,---,---,---,0
105/07/14,50000,16000,0.32,0.32,0.32,0.32,-0.02,1
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
