105/06/01,55000,152100,2.78,2.78,2.75,2.75,0.18,5
105/06/02,50000,138250,2.78,2.81,2.70,2.70,-0.05,7
105/06/03,25000,68050,2.76,2.76,2.69,2.72,0.02,3
105/06/04,5000,13800,2.76,2.76,2.76,2.76,0.04,1
105/06/06,65000,179150,2.83,2.89,2.65,2.74,-0.02,10
105/06/07,50000,144650,2.83,2.95,2.83,2.95,0.21,10
105/06/08,32000,95310,2.99,2.99,2.96,2.96,0.01,6
105/06/13,32000,86150,2.71,2.71,2.65,2.65,-0.31,4
105/06/14,0,0,--,--,--,--,,0
105/06/15,0,0,--,--,--,--,,0
105/06/16,50000,125950,2.57,2.57,2.50,2.50,X,5
105/06/17,50000,136450,2.71,2.74,2.71,2.73,0.23,5
105/06/20,0,0,--,--,--,--,,0
105/06/21,0,0,--,--,--,--,,0
105/06/22,0,0,--,--,--,--,,0
105/06/23,0,0,--,--,--,--,,0
105/06/24,135000,314500,2.32,2.40,2.32,2.38,X,3
105/06/27,135000,337900,2.49,2.58,2.49,2.58,0.20,3
105/06/28,0,0,--,--,--,--,,0
105/06/29,0,0,--,--,--,--,,0
105/06/30,0,0,--,--,--,--,,0
