105/06/01,20000,3800,0.19,0.19,0.19,0.19,+0.01,1
105/06/02,10000,2400,0.24,0.24,0.24,0.24,+0.05,1
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,150000,24000,0.16,0.16,0.16,0.16,-0.06,2
105/06/13,50000,8200,0.17,0.17,0.16,0.16,0.00,3
105/06/14,0,0,---,---,---,---,---,0
105/06/15,1000,140,0.14,0.14,0.14,0.14,-0.02,1
105/06/16,20000,2200,0.11,0.11,0.11,0.11,-0.03,1
105/06/17,70000,7000,0.10,0.10,0.10,0.10,-0.01,1
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,130000,13600,0.11,0.11,0.10,0.10,-0.01,2
