105/06/01,1295000,1303430,0.96,1.05,0.96,0.99,+0.03,20
105/06/02,1285000,1256350,1.02,1.05,0.96,0.96,-0.03,18
105/06/03,49000,43810,0.92,0.92,0.88,0.88,-0.08,3
105/06/04,40000,30900,0.75,0.78,0.75,0.78,-0.10,4
105/06/06,59000,42490,0.73,0.73,0.71,0.71,-0.07,2
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,40000,26200,0.66,0.66,0.65,0.65,-0.03,3
105/06/15,20000,12800,0.64,0.64,0.64,0.64,-0.01,1
105/06/16,132000,83170,0.63,0.64,0.63,0.64,0.00,3
105/06/17,142000,87830,0.62,0.62,0.60,0.60,-0.04,3
105/06/20,0,0,---,---,---,---,---,0
105/06/21,135000,75580,0.57,0.57,0.55,0.55,-0.02,3
105/06/22,30000,16500,0.55,0.55,0.55,0.55,0.00,1
105/06/23,175000,68550,0.47,0.47,0.37,0.37,-0.18,4
105/06/24,185000,55550,0.35,0.35,0.24,0.24,-0.13,6
105/06/27,121000,27110,0.25,0.25,0.18,0.21,-0.03,4
105/06/28,705000,203070,0.24,0.32,0.24,0.29,+0.08,11
105/06/29,818000,207880,0.26,0.26,0.23,0.23,-0.06,6
105/06/30,349000,79970,0.22,0.23,0.22,0.23,0.00,6
105/07/01,389000,87540,0.23,0.23,0.20,0.20,-0.03,5
105/07/04,0,0,---,---,---,---,---,0
105/07/05,115000,20700,0.18,0.18,0.18,0.18,+0.01,1
105/07/06,12000,1920,0.16,0.16,0.16,0.16,-0.02,1
105/07/07,37000,5920,0.16,0.16,0.16,0.16,0.00,1
105/07/11,125000,15000,0.12,0.12,0.12,0.12,-0.04,2
105/07/12,10000,900,0.09,0.09,0.09,0.09,-0.03,1
105/07/13,0,0,---,---,---,---,---,0
105/07/14,0,0,---,---,---,---,---,0
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,0,0,---,---,---,---,---,0
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
