105/06/01,320000,49020,0.15,0.16,0.15,0.16,+0.04,7
105/06/02,0,0,---,---,---,---,---,0
105/06/03,150000,13500,0.09,0.09,0.09,0.09,-0.06,2
105/06/04,51000,5110,0.10,0.11,0.10,0.11,+0.02,2
105/06/06,387000,34460,0.09,0.09,0.08,0.09,-0.02,6
105/06/07,137000,13660,0.10,0.12,0.09,0.12,+0.03,4
105/06/08,1552000,170320,0.12,0.12,0.10,0.10,-0.02,16
105/06/13,1068000,85440,0.08,0.08,0.08,0.08,-0.02,11
105/06/14,6000,480,0.08,0.08,0.08,0.08,0.00,1
105/06/15,2894000,260460,0.09,0.09,0.09,0.09,+0.01,18
105/06/16,250000,21500,0.09,0.09,0.08,0.08,-0.01,3
105/06/17,330000,26300,0.08,0.08,0.07,0.07,-0.01,5
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,260000,16000,0.07,0.07,0.06,0.06,-0.01,6
105/06/23,500000,25000,0.05,0.05,0.05,0.05,-0.01,6
105/06/24,640000,19600,0.04,0.04,0.03,0.03,-0.02,4
105/06/27,10000,400,0.04,0.04,0.04,0.04,+0.01,1
105/06/28,39000,1560,0.04,0.04,0.04,0.04,0.00,1
105/06/29,100000,5000,0.05,0.05,0.05,0.05,+0.01,1
105/06/30,66000,2640,0.04,0.04,0.04,0.04,-0.01,7
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,206000,3980,0.03,0.03,0.01,0.02,-0.02,17
105/07/06,60000,600,0.01,0.01,0.01,0.01,-0.01,2
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,100000,1000,0.01,0.01,0.01,0.01,0.00,6
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
