105/06/01,10000,11100,1.11,1.11,1.11,1.11,+0.04,1
105/06/02,10000,11700,1.17,1.17,1.17,1.17,+0.06,1
105/06/03,20000,21900,1.13,1.13,1.06,1.06,-0.11,2
105/06/04,10000,10800,1.08,1.08,1.08,1.08,+0.02,1
105/06/06,10000,10300,1.03,1.03,1.03,1.03,-0.05,1
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,2000,1240,0.62,0.62,0.62,0.62,-0.01,1
105/06/24,10000,5800,0.58,0.58,0.58,0.58,-0.04,1
105/06/27,10000,6000,0.60,0.60,0.60,0.60,+0.02,1
105/06/28,160000,94400,0.59,0.59,0.59,0.59,-0.01,1
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,160000,91200,0.57,0.57,0.57,0.57,-0.01,1
