105/06/01,155000,57410,0.36,0.40,0.36,0.40,+0.01,4
105/06/02,206000,95050,0.45,0.52,0.45,0.45,+0.05,6
105/06/03,472000,201340,0.43,0.44,0.41,0.43,-0.02,12
105/06/04,176000,75790,0.39,0.44,0.39,0.44,+0.01,5
105/06/06,180000,73100,0.42,0.42,0.37,0.37,-0.07,3
105/06/07,101000,42990,0.41,0.44,0.41,0.43,+0.06,8
105/06/08,400000,173300,0.45,0.45,0.41,0.41,-0.02,10
105/06/13,400000,120000,0.30,0.30,0.30,0.30,-0.11,2
105/06/14,0,0,---,---,---,---,---,0
105/06/15,29000,9180,0.31,0.32,0.31,0.32,+0.01,4
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,258000,77400,0.30,0.30,0.30,0.30,+0.01,3
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,10000,2600,0.26,0.26,0.26,0.26,+0.03,1
105/06/29,10000,2600,0.26,0.26,0.26,0.26,0.00,1
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,50000,10000,0.20,0.20,0.20,0.20,-0.04,2
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
