105/06/01,20000,3600,0.18,0.18,0.18,0.18,+0.02,2
105/06/02,60000,9200,0.16,0.16,0.15,0.15,-0.03,4
105/06/03,10000,1500,0.15,0.15,0.15,0.15,0.00,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,10000,1200,0.12,0.12,0.12,0.12,-0.01,1
105/06/08,40000,5000,0.13,0.13,0.12,0.12,0.00,3
105/06/13,0,0,---,---,---,---,---,0
105/06/14,10000,600,0.06,0.06,0.06,0.06,0.00,1
105/06/15,1000,70,0.07,0.07,0.07,0.07,+0.01,1
105/06/16,50000,5000,0.10,0.10,0.10,0.10,+0.03,1
105/06/17,10000,1100,0.11,0.11,0.11,0.11,+0.01,1
105/06/20,10000,1000,0.10,0.10,0.10,0.10,-0.01,1
105/06/21,0,0,---,---,---,---,---,0
105/06/22,15000,1350,0.09,0.09,0.09,0.09,-0.01,1
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,10000,500,0.05,0.05,0.05,0.05,-0.02,1
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,10000,300,0.03,0.03,0.03,0.03,-0.02,1
105/07/11,0,0,---,---,---,---,---,0
105/07/12,118000,2360,0.02,0.02,0.02,0.02,-0.01,1
105/07/13,50000,2900,0.05,0.06,0.05,0.06,+0.04,2
