105/06/01,230000,371700,1.58,1.69,1.58,1.69,+0.17,6
105/06/02,330000,511900,1.57,1.57,1.53,1.53,-0.16,9
105/06/03,316000,491840,1.50,1.56,1.50,1.52,-0.01,6
105/06/04,294000,438520,1.51,1.51,1.49,1.49,-0.03,4
105/06/06,74000,118400,1.60,1.60,1.60,1.60,+0.11,1
105/06/07,116000,190000,1.61,1.73,1.61,1.69,+0.09,6
105/06/08,32000,52200,1.65,1.65,1.62,1.62,-0.07,3
105/06/13,58000,82200,1.51,1.51,1.37,1.37,-0.25,6
105/06/14,373000,560490,1.44,1.60,1.44,1.60,+0.23,9
105/06/15,263000,421820,1.60,1.67,1.58,1.67,+0.07,11
105/06/16,11000,23650,2.15,2.15,2.15,2.15,+0.48,2
105/06/17,136000,286150,2.15,2.15,2.10,2.10,-0.05,5
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
