105/06/01,45000,22100,0.48,0.50,0.48,0.50,+0.10,3
105/06/02,40000,16800,0.42,0.42,0.42,0.42,-0.08,1
105/06/03,17000,6700,0.40,0.40,0.38,0.38,-0.04,3
105/06/04,7000,2520,0.36,0.36,0.36,0.36,-0.02,1
105/06/06,0,0,---,---,---,---,---,0
105/06/07,200000,87780,0.43,0.45,0.43,0.45,+0.06,3
105/06/08,200000,84000,0.42,0.42,0.42,0.42,-0.03,2
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,898000,327310,0.36,0.38,0.35,0.35,-0.05,5
105/06/16,898000,580570,0.61,0.72,0.60,0.72,+0.37,23
105/06/17,477000,358250,0.77,0.77,0.73,0.73,+0.01,13
105/06/20,125000,91250,0.73,0.73,0.73,0.73,0.00,5
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
