105/06/01,0,0,--,--,--,--,,0
105/06/02,8000,129600,16.20,16.20,16.20,16.20,X,2
105/06/03,1000,16200,16.20,16.20,16.20,16.20,,1
105/06/04,0,0,--,--,--,--,,0
105/06/06,0,0,--,--,--,--,,0
105/06/07,1000,16000,16.00,16.00,16.00,16.00,X,1
105/06/08,0,0,--,--,--,--,,0
105/06/13,4000,61200,15.30,15.30,15.30,15.30,X,1
105/06/14,0,0,--,--,--,--,,0
105/06/15,0,0,--,--,--,--,,0
105/06/16,0,0,--,--,--,--,,0
105/06/17,0,0,--,--,--,--,,0
105/06/20,3000,47700,15.90,15.90,15.90,15.90,X,2
105/06/21,0,0,--,--,--,--,,0
105/06/22,0,0,--,--,--,--,,0
105/06/23,0,0,--,--,--,--,,0
105/06/24,0,0,--,--,--,--,,0
105/06/27,0,0,--,--,--,--,,0
105/06/28,51000,729300,14.30,14.30,14.30,14.30,X,2
105/06/29,0,0,--,--,--,--,,0
105/06/30,0,0,--,--,--,--,,0
105/07/01,3000,46500,15.50,15.50,15.50,15.50,X,2
105/07/04,0,0,--,--,--,--,,0
105/07/05,0,0,--,--,--,--,,0
105/07/06,2000,29600,14.80,14.80,14.80,14.80,X,1
105/07/07,0,0,--,--,--,--,,0
105/07/11,0,0,--,--,--,--,,0
105/07/12,2000,31600,15.80,15.80,15.80,15.80,X,1
105/07/13,0,0,--,--,--,--,,0
105/07/14,0,0,--,--,--,--,,0
105/07/15,0,0,--,--,--,--,,0
105/07/18,0,0,--,--,--,--,,0
105/07/19,0,0,--,--,--,--,,0
105/07/20,3000,55300,18.50,18.50,18.40,18.40,X,2
105/07/21,1000,18500,18.50,18.50,18.50,18.50,0.10,1
105/07/22,2000,36600,18.30,18.30,18.30,18.30,-0.20,1
105/07/25,2000,36000,18.00,18.00,18.00,18.00,-0.30,1
105/07/26,0,0,--,--,--,--,,0
105/07/27,0,0,--,--,--,--,,0
105/07/28,0,0,--,--,--,--,,0
105/07/29,0,0,--,--,--,--,,0
105/08/01,0,0,--,--,--,--,,0
105/08/02,0,0,--,--,--,--,,0
