105/06/01,236000,868230,3.46,3.83,3.46,3.75,+0.28,13
105/06/02,170000,599660,3.55,3.55,3.37,3.37,-0.38,11
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,600000,2148000,3.58,3.58,3.58,3.58,+0.13,4
105/06/07,401000,1531840,3.84,3.84,3.80,3.80,+0.22,4
105/06/08,998000,3562860,3.64,3.64,3.50,3.50,-0.30,2
105/06/13,4000,12680,3.17,3.17,3.17,3.17,-0.33,1
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,2000,9400,4.70,4.70,4.70,4.70,+0.95,1
105/06/17,39000,186030,4.77,4.77,4.77,4.77,+0.07,1
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
