105/06/01,60000,32500,0.54,0.55,0.54,0.55,+0.04,2
105/06/02,30000,17100,0.57,0.57,0.57,0.57,+0.02,3
105/06/03,31000,15810,0.51,0.51,0.51,0.51,-0.06,2
105/06/04,1000,520,0.52,0.52,0.52,0.52,+0.01,1
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,10000,4100,0.41,0.41,0.41,0.41,0.00,1
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,19000,5890,0.31,0.31,0.31,0.31,-0.02,1
105/07/12,0,0,---,---,---,---,---,0
105/07/13,10000,3000,0.30,0.30,0.30,0.30,-0.01,1
105/07/14,510000,201900,0.39,0.40,0.39,0.40,+0.10,8
105/07/15,510000,183900,0.36,0.39,0.36,0.39,-0.01,5
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,100000,27000,0.27,0.27,0.27,0.27,-0.01,1
105/07/21,100000,26000,0.26,0.26,0.26,0.26,-0.01,1
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,0,0,---,---,---,---,---,0
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
