105/06/01,60000,28900,0.48,0.49,0.48,0.49,0.00,2
105/06/02,100000,42900,0.46,0.46,0.42,0.42,-0.07,4
105/06/03,5000,2200,0.44,0.44,0.44,0.44,+0.02,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,15000,5550,0.37,0.37,0.37,0.37,-0.05,1
105/06/07,2000,860,0.43,0.43,0.43,0.43,+0.06,1
105/06/08,20000,8000,0.40,0.40,0.40,0.40,-0.03,1
105/06/13,0,0,---,---,---,---,---,0
105/06/14,20000,7600,0.38,0.38,0.38,0.38,-0.01,1
105/06/15,0,0,---,---,---,---,---,0
105/06/16,1000,340,0.34,0.34,0.34,0.34,-0.04,1
105/06/17,1000,350,0.35,0.35,0.35,0.35,+0.01,1
105/06/20,2000,720,0.35,0.37,0.35,0.37,+0.02,2
105/06/21,2000,820,0.41,0.41,0.41,0.41,+0.04,1
105/06/22,8000,2960,0.37,0.37,0.37,0.37,-0.04,1
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,627000,276450,0.43,0.47,0.43,0.47,+0.07,8
105/06/29,797000,332410,0.41,0.42,0.41,0.41,-0.06,6
105/06/30,100000,40400,0.41,0.41,0.38,0.38,-0.03,2
105/07/01,80000,31200,0.39,0.39,0.39,0.39,+0.01,1
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,10000,3700,0.37,0.37,0.37,0.37,-0.01,1
105/07/13,0,0,---,---,---,---,---,0
105/07/14,164000,69620,0.42,0.43,0.42,0.43,+0.05,7
105/07/15,129000,58340,0.46,0.46,0.44,0.45,+0.02,6
105/07/18,51000,22610,0.43,0.46,0.43,0.46,+0.01,4
105/07/19,262000,116000,0.43,0.48,0.43,0.48,+0.02,5
105/07/20,244000,115200,0.45,0.48,0.45,0.48,0.00,3
105/07/21,92000,46640,0.50,0.54,0.50,0.54,+0.06,4
105/07/22,105000,63900,0.61,0.64,0.60,0.64,+0.10,4
105/07/25,109000,63030,0.65,0.65,0.56,0.59,-0.05,4
