105/06/01,16000,3210,0.19,0.21,0.19,0.21,0.00,4
105/06/02,110000,27780,0.22,0.27,0.22,0.27,+0.06,6
105/06/03,200000,48350,0.25,0.28,0.19,0.22,-0.05,12
105/06/04,15000,3300,0.22,0.22,0.22,0.22,0.00,1
105/06/06,65000,15100,0.23,0.24,0.23,0.24,+0.02,2
105/06/07,183000,30940,0.18,0.18,0.16,0.16,-0.08,5
105/06/08,50000,7500,0.15,0.15,0.15,0.15,-0.01,1
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,20000,2600,0.13,0.13,0.13,0.13,-0.02,1
105/06/16,0,0,---,---,---,---,---,0
105/06/17,20000,2600,0.13,0.13,0.13,0.13,0.00,1
105/06/20,70000,10500,0.15,0.15,0.15,0.15,+0.02,2
105/06/21,20000,2600,0.13,0.13,0.13,0.13,-0.02,1
105/06/22,156000,14870,0.11,0.11,0.07,0.07,-0.06,7
105/06/23,40000,3400,0.08,0.09,0.08,0.09,+0.02,2
105/06/24,83000,7300,0.07,0.10,0.07,0.10,+0.01,5
105/06/27,180000,14400,0.08,0.08,0.08,0.08,-0.02,2
105/06/28,280000,11200,0.04,0.04,0.04,0.04,-0.04,2
105/06/29,0,0,---,---,---,---,---,0
105/06/30,20000,400,0.02,0.02,0.02,0.02,-0.02,1
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,27000,1690,0.07,0.07,0.06,0.06,+0.03,2
105/07/13,0,0,---,---,---,---,---,0
105/07/14,50000,3000,0.06,0.06,0.06,0.06,+0.02,1
105/07/15,250000,12900,0.05,0.06,0.04,0.04,-0.02,10
105/07/18,50000,1000,0.02,0.02,0.02,0.02,-0.02,1
