105/06/01,37000,17680,0.48,0.50,0.46,0.50,+0.02,4
105/06/02,65000,34750,0.53,0.54,0.53,0.54,+0.04,5
105/06/03,265000,150800,0.56,0.58,0.56,0.58,+0.04,7
105/06/04,2000,1100,0.55,0.55,0.55,0.55,-0.03,1
105/06/06,5000,2900,0.58,0.58,0.58,0.58,+0.03,1
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,90000,52200,0.58,0.58,0.58,0.58,+0.02,3
105/06/15,90000,46800,0.52,0.52,0.52,0.52,-0.06,1
105/06/16,0,0,---,---,---,---,---,0
105/06/17,10000,5400,0.54,0.54,0.54,0.54,-0.03,1
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,10000,5800,0.58,0.58,0.58,0.58,+0.01,1
105/06/29,50000,24000,0.48,0.48,0.48,0.48,-0.10,1
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,10000,6100,0.61,0.61,0.61,0.61,+0.08,1
105/07/05,10000,5800,0.58,0.58,0.58,0.58,-0.03,1
105/07/06,0,0,---,---,---,---,---,0
105/07/07,41000,24600,0.60,0.60,0.60,0.60,+0.02,1
105/07/11,20000,11100,0.56,0.56,0.55,0.55,-0.05,2
105/07/12,20000,10400,0.52,0.52,0.52,0.52,-0.03,2
105/07/13,0,0,---,---,---,---,---,0
105/07/14,0,0,---,---,---,---,---,0
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
105/07/19,41000,17630,0.43,0.43,0.43,0.43,-0.07,1
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
